route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
4510-5825,L,825,Skinnerlitoppen/Dokka skysstasjon,,3,,FFFFFF,000000
4510-5851,L,851,Høljerast Etnedalsvegen/Dokka skysstasjon,,3,,FFFFFF,000000
4511-5001,L,1,Lillehammer skysstasjon/Jørstadmoen,,3,,FFFFFF,000000
4511-5002,L,2,Høgskolen i Lillehammer/Søre Ål,,3,,FFFFFF,000000
4511-5003,L,3,Pinnikvegen/Ekromskogen,,3,,FFFFFF,000000
4511-5004,L,4,Høgskolen i Lillehammer/Vårsetergrenda,,3,,FFFFFF,000000
4511-5005,L,5,Lillehammer skysstasjon/Røyslimoen via Vårsetergrenda,,3,,FFFFFF,000000
4511-5006,L,6,Øyresvika/Skihytta - Skurvbrua,,3,,FFFFFF,000000
4511-5007,L,7,Lillehammer skysstasjon/Nybu,,3,,FFFFFF,000000
4511-5008,L,8,Skårsetlia bo og servicesenter/Søre Ål bo- og servicesenter,,3,,FFFFFF,000000
4511-5031,L,31,Åslundmarka/Vindingstad - Kopperud,,3,,FFFFFF,000000
4511-5033,L,33,Holmbo/Øverby - Tranberg,,3,,FFFFFF,000000
4511-5034,L,34,Bjørnsveen skole/Vindingstad - Kopperud,,3,,FFFFFF,000000
4511-5035,L,35,Gjøvik skysstasjon/Tobru,,3,,FFFFFF,000000
4511-5036,L,36,Øverbymarka/Bondelia,,3,,FFFFFF,000000
4511-5037,L,37,NTNU i Gjøvik/Sykehuset - Nordbyen,,3,,FFFFFF,000000
4511-5135,L,135,Gjøvik skysstasjon/Fagernes,,3,,FFFFFF,000000
4511-5136,L,136,Lillehammer skysstasjon/Dokka,,3,,FFFFFF,000000
4511-5142,L,142,Lillehammer skysstasjon/Otta,,3,,FFFFFF,000000
4511-5150,L,150,Gjøvik skysstasjon/Gran Tre,,3,,FFFFFF,000000
4511-5151,L,151,Raufoss stasjon/Lillehammer - Storhove Ekspress,,3,,FFFFFF,000000
4511-5153,L,153,Dokka skysstasjon/Oslo Bussterminal,,3,,FFFFFF,000000
4511-5162,L,W162,Lillehammer skysstasjon/Bergen,,3,,FFFFFF,000000
4511-5171,L,171,Hamar skysstasjon/Gjøvik ,,3,,FFFFFF,000000
4511-5200,L,200,Gausdal Arena/Forsetskolene,,3,,FFFFFF,000000
4511-5201,L,201,Lillehammer skysstasjon/Forset via Pålstuen,,3,,FFFFFF,000000
4511-5210,L,210,Lillehammer skysstasjon/Gausdal Arena via Tråsetstranda,,3,,FFFFFF,000000
4511-5211,L,211,Lillehammer skysstasjon/Svingvoll,,3,,FFFFFF,000000
4511-5212,L,212,Lillehammer skysstasjon/Svingvoll via Øverbygda,,3,,FFFFFF,000000
4511-5214,L,214,Gausdal Arena/Tretten,,3,,FFFFFF,000000
4511-5220,L,220,Skjeggestadstuen/Forsetskolene,,3,,FFFFFF,000000
4511-5221,L,221,Finnsvea/Follebu skole,,3,,FFFFFF,000000
4511-5222,L,222,Svatsum øvre/Gausdal Arena,,3,,FFFFFF,000000
4511-5223,L,223,Forsetskolene/Lillehammer via Auggedal,,3,,FFFFFF,000000
4511-5224,L,224,Engjom skule/Gausdal Arena,,3,,FFFFFF,000000
4511-5230,L,230,Håvardslia/Lillehammer,,3,,FFFFFF,000000
4511-5231,L,231,Vingnes/Vingar skole - Lillehammer,,3,,FFFFFF,000000
4511-5232,L,232,Lysgårdsbakkene NTG/Lillehammer,,3,,FFFFFF,000000
4511-5233,L,233,Lillehammer vg. skole nord Sme/Lillehammer,,3,,FFFFFF,000000
4511-5234,L,234,Dalsvingen/Buvollen sk - Jørstadmoen sk,,3,,FFFFFF,000000
4511-5235,L,235,Roterud Krokvang/Åretta skole,,3,,FFFFFF,000000
4511-5236,L,236,Lillehammer skysstasjon/Ekromskogen via Sykehuset,,3,,FFFFFF,000000
4511-5240,L,240,Bruvoll/Tingberg via Bjørge,,3,,FFFFFF,000000
4511-5241,L,241,Myrom/Lillehammer,,3,,FFFFFF,000000
4511-5242,L,242,Lillehammer skysstasjon/Hafjell - Tretten,,3,,FFFFFF,000000
4511-5250,L,250,Øyer u. skole Lundstad/Tretten,,3,,FFFFFF,000000
4511-5251,L,251,Øyer u. skole Lundstad/Kvam - Tretten,,3,,FFFFFF,000000
4511-5252,L,252,Tretten sentrum Tjønnlykkja/Hundorp,,3,,FFFFFF,000000
4511-5253,L,253,Tingberg/Tingberg - Øyer,,3,,FFFFFF,000000
4511-5254,L,254,Tretten sentrum Tjønnlykkja/Winge,,3,,FFFFFF,000000
4511-5255,L,255,Aurvoll skole/Solvang skole - Øyer usk,,3,,FFFFFF,000000
4511-5260,L,260,Lillehammer skysstasjon/Nordseter,,3,,FFFFFF,000000
4511-5262,L,262,Lillehammer skysstasjon/Mesnali,,3,,FFFFFF,000000
4511-5269,L,269,Lillehammer skysstasjon/Bestilles. Menkerud,,3,,FFFFFF,000000
4511-5301,L,301,Gjøvik skysstasjon/Ringrute 1,,3,,FFFFFF,000000
4511-5302,L,302,Gjøvik skysstasjon/Ringrute 2,,3,,FFFFFF,000000
4511-5303,L,303,Gjøvik skysstasjon/Raufoss vgs,,3,,FFFFFF,000000
4511-5304,L,304,Sandli/Vardal ungdomsskole,,3,,FFFFFF,000000
4511-5305,L,305,Gjøvik vg. skole/Skysstasjonen,,3,,FFFFFF,000000
4511-5310,L,310,Skreia u. skole/Kapp - Gjøvik,,3,,FFFFFF,000000
4511-5315,L,315,Olterud/Lena ungdomsskole,,3,,FFFFFF,000000
4511-5318,L,318,Kolbu skole/Åsmarka - Gjøvik,,3,,FFFFFF,000000
4511-5330,L,330,Gjøvik skysstasjon/Raufoss,,3,,FFFFFF,000000
4511-5333,L,333,Eina stasjon/Åsmarka - Raufoss vgs,,3,,FFFFFF,000000
4511-5340,L,340,Gjøvik skysstasjon/Skumsjøen,,3,,FFFFFF,000000
4511-5343,L,343,Gjøvik skysstasjon/Landåsen,,3,,FFFFFF,000000
4511-5344,L,344,Tobru snuplass Odnesvegen/Skysstasjonen,,3,,FFFFFF,000000
4511-5345,L,345,Gjøvik skysstasjon/Vardal ungdomsskole,,3,,FFFFFF,000000
4511-5350,L,350,Gjøvik skysstasjon/Snertingdalen,,3,,FFFFFF,000000
4511-5351,L,351,Nettum rampe/Gjøvik,,3,,FFFFFF,000000
4511-5352,L,352,Nysætra/Gjøvik,,3,,FFFFFF,000000
4511-5353,L,353,Forbrukslaget/Gjøvik,,3,,FFFFFF,000000
4511-5354,L,354,Snertingdal skole/Snertingdal skole,,3,,FFFFFF,000000
4511-5355,L,355,Snertingdal skole/Tranalia - Forbrukslaget,,3,,FFFFFF,000000
4511-5360,L,360,Bilitt Totenvegen/Kapp - Haugskrysset,,3,,FFFFFF,000000
4511-5363,L,363,Haugkrysset/Lena usk - Hoffsvangen sk,,3,,FFFFFF,000000
4511-5364,L,364,Lena skysstasjon/Skreia ungdomsskole,,3,,FFFFFF,000000
4511-5366,L,366,Gjøvik skysstasjon/Kapp - Lena ungdomsskole,,3,,FFFFFF,000000
4511-5370,L,370,Fjellhaug/Raufoss vgs,,3,,FFFFFF,000000
4511-5371,L,371,Børsvoll/Tandseter - Kolbu,,3,,FFFFFF,000000
4511-5374,L,374,Skreia/Kapp-Åsmarka-Raufoss industri,,3,,FFFFFF,000000
4511-5375,L,375,Lund/Bråstad,,3,,FFFFFF,000000
4511-5376,L,376,Kapp/Raufoss - Åsmarka - Lena,,3,,FFFFFF,000000
4511-5381,L,381,Skjærdalen/Reinsvoll skole,,3,,FFFFFF,000000
4511-5382,L,382,Elton/Reinsvoll skole,,3,,FFFFFF,000000
4511-5385,L,385,Sivesintajet/Reinsvoll skole,,3,,FFFFFF,000000
4511-5388,L,388,Raufoss kjøpesenter/Grimås - sentrum,,3,,FFFFFF,000000
4511-5391,L,391,Vang/Skyberg,,3,,FFFFFF,000000
4511-5392,L,392,Vang/Stokke - Gjøvik,,3,,FFFFFF,000000
4511-5393,L,393,Redalen/Biri,,3,,FFFFFF,000000
4511-5397,L,397,Biri sentrum Snertingdal auto/Biri usk - Skrinnhagen sk,,3,,FFFFFF,000000
4511-5398,L,398,Biri sentrum Snertingdal auto/Gjøvik vgs,,3,,FFFFFF,000000
4511-5405,L,405,Harpefoss/Sødorptunet,,3,,FFFFFF,000000
4511-5407,L,407,Hågå/Sødorp skole,,3,,FFFFFF,000000
4511-5408,L,408,Massingdalen/Vinstrahallen,,3,,FFFFFF,000000
4511-5409,L,409,Skåbu/Vinstra skysstasjon,,3,,FFFFFF,000000
4511-5410,L,410,Vinstrahallen/Sør-Fron ungdomsskole,,3,,FFFFFF,000000
4511-5411,L,411,Sødorptunet/Sødorptunet,,3,,FFFFFF,000000
4511-5412,L,412,Fryatun/Midtbygda sk - Sør-Fron usk,,3,,FFFFFF,000000
4511-5413,L,413,Sødorptunet/Brynsbakken,,3,,FFFFFF,000000
4511-5414,L,414,Sødorptunet/Ottahallen,,3,,FFFFFF,000000
4511-5419,L,419,Kilekrysset Kilevegen/Kvarvet - Ringebu,,3,,FFFFFF,000000
4511-5420,L,420,Nordrum/Ringebu skysstasjon,,3,,FFFFFF,000000
4511-5421,L,421,Dalen/Ringebu skysstasjon,,3,,FFFFFF,000000
4511-5422,L,422,Pålsrud/Fåvang skole,,3,,FFFFFF,000000
4511-5423,L,423,Ringebu skysstasjon/Kilgarden,,3,,FFFFFF,000000
4511-5424,L,424,Ringebu skysstasjon/Tretten bru,,3,,FFFFFF,000000
4511-5501,L,501,Otta skysstasjon/Bismo,,3,,FFFFFF,000000
4511-5502,L,502,Otta skysstasjon/Rustmo - Lalm - Otta,,3,,FFFFFF,000000
4511-5504,L,504,Marlo skule/Staurust,,3,,FFFFFF,000000
4511-5511,L,511,Lom/Liasanden,,3,,FFFFFF,000000
4511-5512,L,512,Lom/Garmo skule - Byre,,3,,FFFFFF,000000
4511-5513,L,513,Lom/Grøna,,3,,FFFFFF,000000
4511-5514,L,514,Skjåk u. skule/Lom,,3,,FFFFFF,000000
4511-5521,L,521,Vågåmo rutebilstasjon/Randsverk sag,,3,,FFFFFF,000000
4511-5522,L,522,Vågåmo rutebilstasjon/Skogbygda - Vågåmo,,3,,FFFFFF,000000
4511-5524,L,524,Vågåmo rutebilstasjon/Storviksroa - Vågåmo,,3,,FFFFFF,000000
4511-5525,L,525,Vågåmo rutebilstasjon/Kvarberg - Grev - Vågåmo,,3,,FFFFFF,000000
4511-5526,L,526,Vågåmo rutebilstasjon/Hanslin,,3,,FFFFFF,000000
4511-5527,L,527,Vågåmo rutebilstasjon/Nerlirampa,,3,,FFFFFF,000000
4511-5530,L,530,Otta skysstasjon/Bredi - Otta,,3,,FFFFFF,000000
4511-5531,L,531,Bjølstadmo/Otta,,3,,FFFFFF,000000
4511-5533,L,533,Dalelie/Ottahallen,,3,,FFFFFF,000000
4511-5534,L,534,Otta skysstasjon/Nord-Sel kirke,,3,,FFFFFF,000000
4511-5535,L,535,Daleflata/Otta,,3,,FFFFFF,000000
4511-5536,L,536,Otta skysstasjon/Haugstulen,,3,,FFFFFF,000000
4511-5539,L,539,Otta skysstasjon/Vinstrahallen,,3,,FFFFFF,000000
4511-5541,L,541,Bjølstadmo/Sæther - Øyi - Bjølstadmo,,3,,FFFFFF,000000
4511-5542,L,542,Bjølstadmo/Heidal skule,,3,,FFFFFF,000000
4511-5557,L,557,Dovre skole/Solsida-Rostbakken-Dovreskogen,,3,,FFFFFF,000000
4511-5573,L,573,Skjåk u. skule/Nordberg skule - Dønfoss,,3,,FFFFFF,000000
4511-5580,L,580,Dombås skyssterminal/Otta skysstasjon,,3,,FFFFFF,000000
4511-5601,L,601,Spikarmoen/AMFI Valdres,,3,,FFFFFF,000000
4511-5602,L,602,Fagernes skysstasjon/Beitostølen,,3,,FFFFFF,000000
4511-5603,L,603,Fagernes skysstasjon/Tyinkrysset,,3,,FFFFFF,000000
4511-5604,L,604,Fagernes skysstasjon/Gol stasjon,,3,,FFFFFF,000000
4511-5605,L,605,Fossen camping/Nord-Aurdal skole,,3,,FFFFFF,000000
4511-5606,L,606,Valdres vg. skole/Mjøsvang,,3,,FFFFFF,000000
4511-5607,L,607,Fagernes skysstasjon/Sinderstølen,,3,,FFFFFF,000000
4511-5608,L,608,Lagrud/Slidre skule,,3,,FFFFFF,000000
4511-5610,L,610,Valdres vg. skole/Ryfoss,,3,,FFFFFF,000000
4511-5611,L,611,Valdres vg. skole/Bagn,,3,,FFFFFF,000000
4511-5612,L,612,Fagernes skysstasjon/Ulnes Montessoriskole,,3,,FFFFFF,000000
4511-5635,L,635,Fagernes skysstasjon/Moane,,3,,FFFFFF,000000
4511-5651,L,651,Etnedal rutebilstasjon/Valdres vgs,,3,,FFFFFF,000000
4511-5655,L,655,Sørum/Etnedal sentralskule,,3,,FFFFFF,000000
4511-5656,L,656,Bjørgo/Etnedal skule,,3,,FFFFFF,000000
4511-5657,L,657,Stavedal/Bagn,,3,,FFFFFF,000000
4511-5658,L,658,Bagn/Høljerast øst,,3,,FFFFFF,000000
4511-5659,L,659,Høneren/Valdres vgs,,3,,FFFFFF,000000
4511-5661,L,231,Pålsodden/Åsli,,3,,FFFFFF,000000
4511-5701,L,701,Toso skole/Hønefoss,,3,,FFFFFF,000000
4511-5703,L,703,Horn ferjekai/Brandbu,,3,,FFFFFF,000000
4511-5704,L,704,Brandbu u. skole/Hennung,,3,,FFFFFF,000000
4511-5705,L,705,Brandbu skysstasjon/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4511-5707,L,707,Gran rådhus/Brandbu skysstasjon,,3,,FFFFFF,000000
4511-5709,L,709,Sanne skole/Walstad - Mellerud,,3,,FFFFFF,000000
4511-5710,L,710,Gran stasjon/Gran stasjon,,3,,FFFFFF,000000
4511-5711,L,711,Lunner barneskole/SÅS idrettsplass,,3,,FFFFFF,000000
4511-5715,L,715,Lunner stasjon/Grua skole,,3,,FFFFFF,000000
4511-5716,L,716,Hadeland vg. skole/Jevnaker rutebilstasjon,,3,,FFFFFF,000000
4511-5717,L,717,Gran stasjon/Bergermoen,,3,,FFFFFF,000000
4511-5719,L,719,Storgrunnvika/Bjoneroa skole,,3,,FFFFFF,000000
4511-5720,L,720,Fluberg bru vest/Dokka,,3,,FFFFFF,000000
4511-5722,L,722,Amundrud/Brandbu ungdomsskole,,3,,FFFFFF,000000
4511-5723,L,723,Horn ferjekai/Tangen,,3,,FFFFFF,000000
4511-5747,L,747,Lunner rådhus-Sand/Gran stasjon,,3,,FFFFFF,000000
4511-5748,L,748,Gran rådhus/Skolelia Kiwi,,3,,FFFFFF,000000
4511-5800,L,800,Hov rutebilstasjon/Gjøvik,,3,,FFFFFF,000000
4511-5801,L,801,Holmen/Dokka Bondlid,,3,,FFFFFF,000000
4511-5803,L,803,Horn ferjekai/Hov,,3,,FFFFFF,000000
4511-5805,L,805,Gry/Fryal skole,,3,,FFFFFF,000000
4511-5806,L,806,Hov rutebilstasjon/Fluberg bru,,3,,FFFFFF,000000
4511-5815,L,815,Dokka skysstasjon/Sandmoen,,3,,FFFFFF,000000
4511-5820,L,820,Bondlid Dokka/Grøterud,,3,,FFFFFF,000000
4511-5821,L,821,Torpa barne- og u. skole/Hugulia,,3,,FFFFFF,000000
4511-5822,L,822,Dokka skysstasjon/Vest Torpa - Dokka,,3,,FFFFFF,000000
4511-5823,L,823,Dokka skysstasjon/Torpa barne- og ungdomsskole,,3,,FFFFFF,000000
4511-5824,L,824,Vinjar/Torpa barne- og ungdomsskole,,3,,FFFFFF,000000
4511-5825,L,825,Skinnerlitoppen/Dokka,,3,,FFFFFF,000000
4511-5851,L,851,Høljerast Etnedalsvegen/Dokka skysstasjon,,3,,FFFFFF,000000
4512-5001,L,1,Lillehammer skysstasjon/Jørstadmoen,,3,,FFFFFF,000000
4512-5002,L,2,Høgskolen i Lillehammer/Søre Ål,,3,,FFFFFF,000000
4512-5003,L,3,Pinnikvegen/Ekromskogen,,3,,FFFFFF,000000
4512-5004,L,4,Høgskolen i Lillehammer/Vårsetergrenda,,3,,FFFFFF,000000
4512-5005,L,5,Lillehammer skysstasjon/Røyslimoen via Vårsetergrenda,,3,,FFFFFF,000000
4512-5006,L,6,Øyresvika/Skihytta - Skurvbrua,,3,,FFFFFF,000000
4512-5007,L,7,Lillehammer skysstasjon/Nybu,,3,,FFFFFF,000000
4512-5008,L,8,Skårsetlia bo og servicesenter/Søre Ål bo- og servicesenter,,3,,FFFFFF,000000
4512-5031,L,31,Åslundmarka/Vindingstad - Kopperud,,3,,FFFFFF,000000
4512-5033,L,33,Holmbo/Øverby - Tranberg,,3,,FFFFFF,000000
4512-5034,L,34,Bjørnsveen skole/Vindingstad - Kopperud,,3,,FFFFFF,000000
4512-5035,L,35,Gjøvik skysstasjon/Tobru,,3,,FFFFFF,000000
4512-5036,L,36,Øverbymarka/Bondelia,,3,,FFFFFF,000000
4512-5037,L,37,NTNU i Gjøvik/Sykehuset - Nordbyen,,3,,FFFFFF,000000
4512-5135,L,135,Gjøvik skysstasjon/Fagernes,,3,,FFFFFF,000000
4512-5136,L,136,Lillehammer skysstasjon/Dokka,,3,,FFFFFF,000000
4512-5142,L,142,Lillehammer skysstasjon/Otta,,3,,FFFFFF,000000
4512-5150,L,150,Gjøvik skysstasjon/Gran Tre,,3,,FFFFFF,000000
4512-5151,L,151,Raufoss stasjon/Lillehammer - Storhove Ekspress,,3,,FFFFFF,000000
4512-5153,L,153,Dokka skysstasjon/Oslo Bussterminal,,3,,FFFFFF,000000
4512-5162,L,W162,Lillehammer skysstasjon/Bergen,,3,,FFFFFF,000000
4512-5171,L,171,Hamar skysstasjon/Gjøvik ,,3,,FFFFFF,000000
4512-5200,L,200,Lillehammer skysstasjon/Skåbu,,3,,FFFFFF,000000
4512-5201,L,201,Lillehammer skysstasjon/Forset via Pålstuen,,3,,FFFFFF,000000
4512-5210,L,210,Lillehammer skysstasjon/Gausdal Arena via Tråsetstranda,,3,,FFFFFF,000000
4512-5211,L,211,Lillehammer skysstasjon/Svingvoll,,3,,FFFFFF,000000
4512-5212,L,212,Lillehammer skysstasjon/Svingvoll via Øverbygda,,3,,FFFFFF,000000
4512-5214,L,214,Gausdal Arena/Tretten,,3,,FFFFFF,000000
4512-5220,L,220,Skjeggestadstuen/Forsetskolene,,3,,FFFFFF,000000
4512-5221,L,221,Finnsvea/Follebu skole,,3,,FFFFFF,000000
4512-5222,L,222,Svatsum øvre/Gausdal Arena,,3,,FFFFFF,000000
4512-5223,L,223,Forsetskolene/Lillehammer via Auggedal,,3,,FFFFFF,000000
4512-5224,L,224,Engjom skule/Gausdal Arena,,3,,FFFFFF,000000
4512-5230,L,230,Håvardslia/Lillehammer,,3,,FFFFFF,000000
4512-5231,L,231,Vingnes/Vingar skole - Lillehammer,,3,,FFFFFF,000000
4512-5232,L,232,Lysgårdsbakkene NTG/Lillehammer,,3,,FFFFFF,000000
4512-5233,L,233,Lillehammer vg. skole nord Sme/Lillehammer,,3,,FFFFFF,000000
4512-5234,L,234,Dalsvingen/Buvollen sk - Jørstadmoen sk,,3,,FFFFFF,000000
4512-5235,L,235,Roterud Krokvang/Åretta skole,,3,,FFFFFF,000000
4512-5236,L,236,Lillehammer skysstasjon/Ekromskogen via Sykehuset,,3,,FFFFFF,000000
4512-5240,L,240,Bruvoll/Tingberg via Bjørge,,3,,FFFFFF,000000
4512-5241,L,241,Myrom/Lillehammer,,3,,FFFFFF,000000
4512-5242,L,242,Lillehammer skysstasjon/Hafjell - Tretten,,3,,FFFFFF,000000
4512-5250,L,250,Øyer u. skole Lundstad/Tretten,,3,,FFFFFF,000000
4512-5251,L,251,Øyer u. skole Lundstad/Kvam - Tretten,,3,,FFFFFF,000000
4512-5252,L,252,Tretten sentrum Tjønnlykkja/Hundorp,,3,,FFFFFF,000000
4512-5253,L,253,Tingberg/Tingberg - Øyer,,3,,FFFFFF,000000
4512-5254,L,254,Tretten sentrum Tjønnlykkja/Winge,,3,,FFFFFF,000000
4512-5255,L,255,Aurvoll skole/Solvang skole - Øyer usk,,3,,FFFFFF,000000
4512-5260,L,260,Lillehammer skysstasjon/Nordseter,,3,,FFFFFF,000000
4512-5262,L,262,Lillehammer skysstasjon/Sjusjøen,,3,,FFFFFF,000000
4512-5269,L,269,Lillehammer skysstasjon/Bestilles. Menkerud,,3,,FFFFFF,000000
4512-5301,L,301,Gjøvik skysstasjon/Ringrute 1,,3,,FFFFFF,000000
4512-5302,L,302,Gjøvik skysstasjon/Ringrute 2,,3,,FFFFFF,000000
4512-5303,L,303,Gjøvik skysstasjon/Raufoss vgs,,3,,FFFFFF,000000
4512-5304,L,304,Sandli/Vardal ungdomsskole,,3,,FFFFFF,000000
4512-5305,L,305,Gjøvik vg. skole/Skysstasjonen,,3,,FFFFFF,000000
4512-5310,L,310,Skreia/Kapp - Gjøvik,,3,,FFFFFF,000000
4512-5315,L,315,Skreia/Lena ungdomsskole,,3,,FFFFFF,000000
4512-5318,L,318,Kolbu skole/Åsmarka - Gjøvik,,3,,FFFFFF,000000
4512-5330,L,330,Gjøvik skysstasjon/Raufoss,,3,,FFFFFF,000000
4512-5333,L,333,Eina stasjon/Åsmarka - Raufoss vgs,,3,,FFFFFF,000000
4512-5340,L,340,Gjøvik skysstasjon/Skumsjøen,,3,,FFFFFF,000000
4512-5343,L,343,Gjøvik skysstasjon/Landåsen,,3,,FFFFFF,000000
4512-5344,L,344,Tobru snuplass Odnesvegen/Skysstasjonen,,3,,FFFFFF,000000
4512-5345,L,345,Gjøvik skysstasjon/Vardal ungdomsskole,,3,,FFFFFF,000000
4512-5350,L,350,Gjøvik skysstasjon/Snertingdalen,,3,,FFFFFF,000000
4512-5351,L,351,Nettum rampe/Gjøvik,,3,,FFFFFF,000000
4512-5352,L,352,Nysætra/Gjøvik,,3,,FFFFFF,000000
4512-5353,L,353,Forbrukslaget/Gjøvik,,3,,FFFFFF,000000
4512-5354,L,354,Snertingdal skole/Snertingdal skole,,3,,FFFFFF,000000
4512-5355,L,355,Snertingdal skole/Tranalia - Forbrukslaget,,3,,FFFFFF,000000
4512-5360,L,360,Bilitt Totenvegen/Kapp - Haugskrysset,,3,,FFFFFF,000000
4512-5363,L,363,Haugkrysset/Lena usk - Hoffsvangen sk,,3,,FFFFFF,000000
4512-5364,L,364,Lena skysstasjon/Skreia ungdomsskole,,3,,FFFFFF,000000
4512-5366,L,366,Gjøvik skysstasjon/Kapp - Lena ungdomsskole,,3,,FFFFFF,000000
4512-5370,L,370,Fjellhaug/Raufoss vgs,,3,,FFFFFF,000000
4512-5371,L,371,Børsvoll/Tandseter - Kolbu,,3,,FFFFFF,000000
4512-5374,L,374,Skreia/Kapp-Åsmarka-Raufoss industri,,3,,FFFFFF,000000
4512-5375,L,375,Lund/Bråstad,,3,,FFFFFF,000000
4512-5376,L,376,Kapp/Raufoss - Åsmarka - Lena,,3,,FFFFFF,000000
4512-5381,L,381,Skjærdalen/Reinsvoll skole,,3,,FFFFFF,000000
4512-5382,L,382,Elton/Reinsvoll skole,,3,,FFFFFF,000000
4512-5385,L,385,Sivesintajet/Reinsvoll skole,,3,,FFFFFF,000000
4512-5388,L,388,Raufoss kjøpesenter/Grimås - sentrum,,3,,FFFFFF,000000
4512-5391,L,391,Vang/Skyberg,,3,,FFFFFF,000000
4512-5392,L,392,Vang/Stokke - Gjøvik,,3,,FFFFFF,000000
4512-5393,L,393,Redalen/Biri,,3,,FFFFFF,000000
4512-5397,L,397,Biri sentrum Snertingdal auto/Biri usk - Skrinnhagen sk,,3,,FFFFFF,000000
4512-5398,L,398,Biri sentrum Snertingdal auto/Gjøvik vgs,,3,,FFFFFF,000000
4512-5405,L,405,Harpefoss/Sødorptunet,,3,,FFFFFF,000000
4512-5407,L,407,Hågå/Sødorp skole,,3,,FFFFFF,000000
4512-5408,L,408,Massingdalen/Vinstrahallen,,3,,FFFFFF,000000
4512-5409,L,409,Skåbu/Vinstra skysstasjon,,3,,FFFFFF,000000
4512-5410,L,410,Vinstrahallen/Sør-Fron ungdomsskole,,3,,FFFFFF,000000
4512-5411,L,411,Sødorptunet/Sødorptunet,,3,,FFFFFF,000000
4512-5412,L,412,Fryatun/Midtbygda sk - Sør-Fron usk,,3,,FFFFFF,000000
4512-5413,L,413,Sødorptunet/Brynsbakken,,3,,FFFFFF,000000
4512-5414,L,414,Sødorptunet/Ottahallen,,3,,FFFFFF,000000
4512-5419,L,419,Kilekrysset Kilevegen/Kvarvet - Ringebu,,3,,FFFFFF,000000
4512-5420,L,420,Nordrum/Ringebu skysstasjon,,3,,FFFFFF,000000
4512-5421,L,421,Dalen/Ringebu skysstasjon,,3,,FFFFFF,000000
4512-5422,L,422,Pålsrud/Fåvang skole,,3,,FFFFFF,000000
4512-5423,L,423,Ringebu skysstasjon/Kilgarden,,3,,FFFFFF,000000
4512-5424,L,424,Ringebu skysstasjon/Tretten bru,,3,,FFFFFF,000000
4512-5501,L,501,Otta skysstasjon/Bismo,,3,,FFFFFF,000000
4512-5502,L,502,Otta skysstasjon/Rustmo - Lalm - Otta,,3,,FFFFFF,000000
4512-5504,L,504,Marlo skule/Staurust,,3,,FFFFFF,000000
4512-5511,L,511,Lom/Liasanden,,3,,FFFFFF,000000
4512-5512,L,512,Lom/Garmo skule,,3,,FFFFFF,000000
4512-5513,L,513,Lom/Grøna,,3,,FFFFFF,000000
4512-5514,L,514,Skjåk u. skule/Lom,,3,,FFFFFF,000000
4512-5521,L,521,Vågåmo rutebilstasjon/Randsverk sag,,3,,FFFFFF,000000
4512-5522,L,522,Vågåmo rutebilstasjon/Skogbygda - Vågåmo,,3,,FFFFFF,000000
4512-5524,L,524,Vågåmo rutebilstasjon/Storviksroa - Vågåmo,,3,,FFFFFF,000000
4512-5525,L,525,Vågåmo rutebilstasjon/Kvarberg - Grev - Vågåmo,,3,,FFFFFF,000000
4512-5526,L,526,Vågåmo rutebilstasjon/Hanslin,,3,,FFFFFF,000000
4512-5527,L,527,Vågåmo rutebilstasjon/Nerlirampa,,3,,FFFFFF,000000
4512-5531,L,531,Bjølstadmo/Otta,,3,,FFFFFF,000000
4512-5533,L,533,Dalelie/Ottahallen,,3,,FFFFFF,000000
4512-5534,L,534,Otta skysstasjon/Nord-Sel kirke,,3,,FFFFFF,000000
4512-5535,L,535,Daleflata/Otta,,3,,FFFFFF,000000
4512-5536,L,536,Otta skysstasjon/Haugstulen,,3,,FFFFFF,000000
4512-5539,L,539,Otta skysstasjon/Vinstrahallen,,3,,FFFFFF,000000
4512-5541,L,541,Bjølstadmo/Sæther - Øyi - Bjølstadmo,,3,,FFFFFF,000000
4512-5542,L,542,Bjølstadmo/Heidal skule,,3,,FFFFFF,000000
4512-5557,L,557,Dovre skole/Solsida-Rostbakken-Dovreskogen,,3,,FFFFFF,000000
4512-5573,L,573,Skjåk u. skule/Nordberg skule - Dønfoss,,3,,FFFFFF,000000
4512-5580,L,580,Dombås skyssterminal/Otta skysstasjon,,3,,FFFFFF,000000
4512-5601,L,601,Spikarmoen/AMFI Valdres,,3,,FFFFFF,000000
4512-5602,L,602,Fagernes skysstasjon/Beitostølen,,3,,FFFFFF,000000
4512-5603,L,603,Fagernes skysstasjon/Tyinkrysset,,3,,FFFFFF,000000
4512-5604,L,604,Fagernes skysstasjon/Gol stasjon,,3,,FFFFFF,000000
4512-5605,L,605,Fossen camping/Nord-Aurdal skole,,3,,FFFFFF,000000
4512-5606,L,606,Valdres vg. skole/Mjøsvang,,3,,FFFFFF,000000
4512-5607,L,607,Fagernes skysstasjon/Sinderstølen,,3,,FFFFFF,000000
4512-5608,L,608,Lagrud/Slidre skule,,3,,FFFFFF,000000
4512-5610,L,610,Valdres vg. skole/Ryfoss,,3,,FFFFFF,000000
