route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
3277-75,A,75A,Lambertseter T/Lambertseter T,,3,,FFFFFF,000000
3277-76,A,76,Helsfyr T/Hauketo stasjon,,3,,FFFFFF,000000
3277-77,A,77,Holmlia stasjon/Bjørndal - Langteigåsen,,3,,FFFFFF,000000
3277-78,A,78A,Bryn senter/Østensjø ring,,3,,FFFFFF,000000
3277-79,A,79,Grorud T/Holmlia stasjon,,3,,FFFFFF,000000
3277-80,A,80,Holmlia stasjon/Åsbråten,,3,,FFFFFF,000000
3277-81,A,81A,Rådhuset/Greverud,,3,,FFFFFF,000000
3277-82,A,82E,Tollboden/Tårnåsen ,,3,,FFFFFF,000000
3277-83,A,83,Rådhuset/Tårnåsen,,3,,FFFFFF,000000
3277-84,A,84E,Tollboden/Sofiemyr ,,3,,FFFFFF,000000
3277-85,A,85,Tollboden/Ulvøya,,3,,FFFFFF,000000
3277-86,A,86,Oppegård rådhus/Kolbotn skole,,3,,FFFFFF,000000
3277-102,A,102,Lørenskog sentrum/Helsfyr T,,3,,FFFFFF,000000
3277-103,A,103,Bjørndal/Helsfyr T,,3,,FFFFFF,000000
3277-104,A,104,Bergkrystallen T/Helsfyr T,,3,,FFFFFF,000000
3277-105,A,105,Vestli T/Jernbanetorget,,3,,FFFFFF,000000
3277-107,A,107,Helsfyr T/Nydalen stasjon,,3,,FFFFFF,000000
3277-108,A,108,Helsfyr T/Grorud stasjon,,3,,FFFFFF,000000
3277-109,A,109,Helsfyr T/Holtet,,3,,FFFFFF,000000
3277-111,A,111,Kjelsås stasjon/Majorstuen,,3,,FFFFFF,000000
3277-112,A,112,Majorstuen/Kjelsås stasjon,,3,,FFFFFF,000000
3277-118,A,118,Kongleveien/Jernbanetorget,,3,,FFFFFF,000000
3277-119,A,119,Åsbråten/Jernbanetorget,,3,,FFFFFF,000000
3277-2061,A,61B,Tveita T/Bøler T,,3,,FFFFFF,000000
3277-2072,A,72B,Mortensrud T/Pasop,,3,,FFFFFF,000000
3277-2075,A,75B,Lambertseter T/Lambertseter ring,,3,,FFFFFF,000000
3277-2077,A,77B,Holmlia stasjon/Asperudåsen,,3,,FFFFFF,000000
3277-2078,A,78B,Bryn senter/Østensjø ring,,3,,FFFFFF,000000
3277-2080,A,80E,Rådhuset/Åsbråten,,3,,FFFFFF,000000
3277-2081,A,81B,Rådhuset/Ødegården,,3,,FFFFFF,000000
3277-3071,A,71B,Mortensrud T/Bjørndal,,3,,FFFFFF,000000
3277-3072,A,72C,Mortensrud T/Maikollen,,3,,FFFFFF,000000
3277-3077,A,77X,Hauketo stasjon/Bjørndal,,3,,FFFFFF,000000
3277-3902,A,N2,Østerås T/Lørenskog sentrum,,3,,FFFFFF,000000
3277-3903,A,N3,Jernbanetorget/Skullerud,,3,,FFFFFF,000000
3277-3904,A,N4,Jernbanetorget/Bergkrystallen,,3,,FFFFFF,000000
3277-3905,A,N5,Jernbanetorget/Vestli T,,3,,FFFFFF,000000
3277-3912,A,N12,Ullerntoppen/Kjelsås stasjon,,3,,FFFFFF,000000
3277-3918,A,N18,Kringsjå/Åsbråten,,3,,FFFFFF,000000
3277-3920,A,N20,Skøyen stasjon/Helsfyr via Galgeberg,,3,,FFFFFF,000000
3277-3930,A,N30,Huk/Jernbanetorget,,3,,FFFFFF,000000
3277-3932,A,N32,Voksen skog/Jernbanetorget,,3,,FFFFFF,000000
3277-3954,A,N54,Bryggetorget/Kjelsås stasjon,,3,,FFFFFF,000000
3277-3970,A,N70,Jernbanetorget/Bjørndal,,3,,FFFFFF,000000
3277-3981,A,N81,Rådhuset/Ski stasjon,,3,,FFFFFF,000000
3277-3983,A,N83,Rådhuset/Vestbanen,,3,,FFFFFF,000000
3278-20,A,20,Skøyen stasjon/Galgeberg,,3,,FFFFFF,000000
3278-21,A,21,Bryggetorget/Helsfyr T,,3,,FFFFFF,000000
3278-22,A,22,Majorstuen/Ellingsrudåsen,,3,,FFFFFF,000000
3278-23,A,23,Lysaker/Simensbråten,,3,,FFFFFF,000000
3278-24,A,24,Fornebu vest/Brynseng T,,3,,FFFFFF,000000
3278-25,A,25,Majorstuen/Lørenskog stasjon,,3,,FFFFFF,000000
3278-28,A,28,Fornebu vest/Helsfyr T,,3,,FFFFFF,000000
3278-34,A,34,Tåsen senter/Ekeberg hageby,,3,,FFFFFF,000000
3278-37,A,37,Gullhaugveien/Helsfyr T,,3,,FFFFFF,000000
3278-54,A,54,Kjelsås stasjon/Jernbanetorget,,3,,FFFFFF,000000
3278-61,A,61A,Tveita T/Solfjellet,,3,,FFFFFF,000000
3278-70,A,70,Rådhuset/Skullerud T,,3,,FFFFFF,000000
3278-71,A,71A,Mortensrud T/Bjørndal,,3,,FFFFFF,000000
3278-72,A,72A,Mortensrud T/Dal,,3,,FFFFFF,000000
3278-74,A,74,Vika/Mortensrud,,3,,FFFFFF,000000
3278-75,A,75A,Lambertseter T/Lambertseter T,,3,,FFFFFF,000000
3278-76,A,76,Mortensrud T/Hauketo stasjon,,3,,FFFFFF,000000
3278-77,A,77,Holmlia stasjon/Bjørndal - Langteigåsen,,3,,FFFFFF,000000
3278-78,A,78A,Bryn senter/Østensjø ring,,3,,FFFFFF,000000
3278-79,A,79,Grorud T/Holmlia stasjon,,3,,FFFFFF,000000
3278-80,A,80,Holmlia stasjon/Åsbråten,,3,,FFFFFF,000000
3278-81,A,81A,Rådhuset/Greverud,,3,,FFFFFF,000000
3278-82,A,82E,Tollboden/Tårnåsen ,,3,,FFFFFF,000000
3278-83,A,83,Rådhuset/Tårnåsen,,3,,FFFFFF,000000
3278-84,A,84E,Tollboden/Sofiemyr ,,3,,FFFFFF,000000
3278-85,A,85,Tollboden/Ulvøya,,3,,FFFFFF,000000
3278-86,A,86,Oppegård rådhus/Kolbotn skole,,3,,FFFFFF,000000
3278-102,A,102,Lørenskog sentrum/Helsfyr T,,3,,FFFFFF,000000
3278-103,A,103,Bjørndal/Helsfyr T,,3,,FFFFFF,000000
3278-104,A,104,Bergkrystallen T/Helsfyr T,,3,,FFFFFF,000000
3278-105,A,105,Vestli T/Jernbanetorget,,3,,FFFFFF,000000
3278-107,A,107,Helsfyr T/Nydalen stasjon,,3,,FFFFFF,000000
3278-108,A,108,Helsfyr T/Postterminalen,,3,,FFFFFF,000000
3278-109,A,109,Helsfyr T/Holtet,,3,,FFFFFF,000000
3278-111,A,111,Kjelsås stasjon/Majorstuen,,3,,FFFFFF,000000
3278-112,A,112,Majorstuen/Kjelsås stasjon,,3,,FFFFFF,000000
3278-118,A,118,Kongleveien/Jernbanetorget,,3,,FFFFFF,000000
3278-119,A,119,Åsbråten/Jernbanetorget,,3,,FFFFFF,000000
3278-2061,A,61B,Tveita T/Bøler T,,3,,FFFFFF,000000
3278-2072,A,72B,Mortensrud T/Pasop,,3,,FFFFFF,000000
3278-2075,A,75B,Lambertseter T/Lambertseter ring,,3,,FFFFFF,000000
3278-2077,A,77B,Holmlia stasjon/Asperudåsen,,3,,FFFFFF,000000
3278-2078,A,78B,Bryn senter/Østensjø ring,,3,,FFFFFF,000000
3278-2080,A,80E,Rådhuset/Åsbråten,,3,,FFFFFF,000000
3278-2081,A,81B,Rådhuset/Ødegården,,3,,FFFFFF,000000
3278-3071,A,71B,Mortensrud T/Bjørndal,,3,,FFFFFF,000000
3278-3072,A,72C,Mortensrud T/Maikollen,,3,,FFFFFF,000000
3278-3077,A,77X,Hauketo stasjon/Bjørndal,,3,,FFFFFF,000000
3278-3902,A,N2,Østerås T/Lørenskog sentrum,,3,,FFFFFF,000000
3278-3903,A,N3,Jernbanetorget/Skullerud,,3,,FFFFFF,000000
3278-3904,A,N4,Jernbanetorget/Bergkrystallen,,3,,FFFFFF,000000
3278-3905,A,N5,Jernbanetorget/Vestli T,,3,,FFFFFF,000000
3278-3912,A,N12,Ullerntoppen/Kjelsås stasjon,,3,,FFFFFF,000000
3278-3918,A,N18,Kringsjå/Åsbråten,,3,,FFFFFF,000000
3278-3920,A,N20,Skøyen stasjon/Helsfyr via Galgeberg,,3,,FFFFFF,000000
3278-3930,A,N30,Huk/Jernbanetorget,,3,,FFFFFF,000000
3278-3932,A,N32,Voksen skog/Jernbanetorget,,3,,FFFFFF,000000
3278-3954,A,N54,Bryggetorget/Kjelsås stasjon,,3,,FFFFFF,000000
3278-3970,A,N70,Jernbanetorget/Bjørndal,,3,,FFFFFF,000000
3278-3981,A,N81,Rådhuset/Ski stasjon,,3,,FFFFFF,000000
3278-3983,A,N83,Rådhuset/Vestbanen,,3,,FFFFFF,000000
3359-1,A,1,Ellingsrudåsen/Frognerseteren,,1,,838FC7,FFFFFF
3359-2,A,2,Kolsås/Ellingsrudåsen,,1,,009CCF,FFFFFF
3359-3,A,3,Stortinget/Mortensrud,,1,,F9A519,000000
3359-4,A,4,Ringen/Bergkrystallen,,1,,0053A5,FFFFFF
3359-5,A,5,Østerås/Vestli,,1,,E8590B,FFFFFF
3360-1,A,1,Ellingsrudåsen/Frognerseteren,,1,,838FC7,FFFFFF
3360-2,A,2,Kolsås/Ellingsrudåsen,,1,,009CCF,FFFFFF
3360-3,A,3,Kolsås/Mortensrud,,1,,F9A519,000000
3360-4,A,4,Ringen/Bergkrystallen,,1,,0053A5,FFFFFF
3360-5,A,5,Østerås/Vestli,,1,,E8590B,FFFFFF
3431-3017,A,17B,John Colletts plass/Jernbanetorget,,3,,FFFFFF,000000
3431-3018,A,18B,John Colletts plass/Jernbanetorget,,3,,FFFFFF,000000
3655-41,A,41,Skansebakken/Røa T,,3,,FFFFFF,000000
3655-45,A,45,Voksen skog/Majorstuen,,3,,FFFFFF,000000
3655-46,A,46,Ullerntoppen/Majorstuen,,3,,FFFFFF,000000
3740-33,A,33,Filipstad/Ellingsrudåsen T,,3,,FFFFFF,000000
3740-51,A,51,Skar/Tamburveien,,3,,FFFFFF,000000
3740-56,A,56,Tamburveien/Solemskogen,,3,,FFFFFF,000000
3740-58,A,58,Tamburveien/Tveita T,,3,,FFFFFF,000000
3740-60,A,60,Vippetangen/Tonsenhagen,,3,,FFFFFF,000000
3740-62,A,62,Grorud T/Grorud T,,3,,FFFFFF,000000
3740-63,A,63,Grorud T/Grorud T,,3,,FFFFFF,000000
3740-64,A,64A,Furuset T/Stovner T,,3,,FFFFFF,000000
3740-65,A,65,Furuset T/Stovner T,,3,,FFFFFF,000000
3740-66,A,66,Helsfyr T/Grorud T,,3,,FFFFFF,000000
3740-67,A,67,Økern T/Lørenskog sentrum,,3,,FFFFFF,000000
3740-68,A,68,Helsfyr T/Grorud T,,3,,FFFFFF,000000
3740-69,A,69,Tveita T/Ole Messelts vei,,3,,FFFFFF,000000
3740-2056,A,56B,Tamburveien/Grefsenkollen,,3,,FFFFFF,000000
3740-2064,A,64B,Furuset T/Stovner T,,3,,FFFFFF,000000
3740-2069,A,69B,Tveita T/Tveita T,,3,,FFFFFF,000000
3835-95,A,B1,Rådhuset/Rådhuset,,4,,FFFFFF,000000
3984-30,A,30,Rådhuset/Tamburveien,,3,,FFFFFF,000000
3984-31,A,31,Snarøya/Grorud T,,3,,FFFFFF,000000
3984-32,A,32,Voksen skog/Kværnerbyen,,3,,FFFFFF,000000
3984-36,A,36E,Fornebu vest/Oslo Bussterminal,,3,,FFFFFF,000000
3984-2031,A,31E,Fornebu vest/Linderudsletta,,3,,FFFFFF,000000
3984-3963,A,N63,Grorud T/Grorud T,,3,,FFFFFF,000000
4128-1111,Ø,111,Svinesundsparken/Strømstad stasjon,,3,,FFFFFF,000000
4133-1001,Ø,R1,Halden bussterminal/Halden bussterminal,,3,,FFFFFF,000000
4133-1002,Ø,R2,Halden bussterminal/Halden bussterminal,,3,,FFFFFF,000000
4133-1100,Ø,100,Halden bussterminal/Moss bussterminal,,3,,FFFFFF,000000
4133-1110,Ø,110,Halden bussterminal/Isebakke,,3,,FFFFFF,000000
4133-1112,Ø,112,Halden bussterminal/Halden bussterminal,,3,,FFFFFF,000000
4133-1113,Ø,113,Halden bussterminal/Holtet,,3,,FFFFFF,000000
4133-1114,Ø,114,Halden bussterminal/Tomasgården Kornsjø,,3,,FFFFFF,000000
4133-1115,Ø,115,Halden bussterminal/Elgklev,,3,,FFFFFF,000000
4133-1118,Ø,118,Halden bussterminal/Sponvika,,3,,FFFFFF,000000
4133-1121,Ø,121,Halden bussterminal/Moen,,3,,FFFFFF,000000
4133-1123,Ø,123,Fjell bru/Kalerud veikryss,,3,,FFFFFF,000000
4133-1124,Ø,124,Strømsfoss/Skodsberg,,3,,FFFFFF,000000
4133-1131,Ø,131,Ørje busstorg/Granerud,,3,,FFFFFF,000000
4133-1132,Ø,132,Ørje busstorg/Damholtet,,3,,FFFFFF,000000
4133-1140,Ø,140,Halden bussterminal/Ørje busstorg,,3,,FFFFFF,000000
4133-1150,Ø,150,Halden bussterminal/Sykehuset Østfold Kalnes,,3,,FFFFFF,000000
4133-1200,Ø,200,Fredrikstad sentrum/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1201,Ø,201,Sarpsborg bussterminal/Bergli Skjeberg,,3,,FFFFFF,000000
4133-1202,Ø,202,Sarpsborg bussterminal/Hasle snuplass,,3,,FFFFFF,000000
4133-1203,Ø,203,Sarpsborg bussterminal/Ise stasjon,,3,,FFFFFF,000000
4133-1204,Ø,204,Sarpsborg busst./Klavestadhaugen-Tunejordet,,3,,FFFFFF,000000
4133-1205,Ø,205,Sarpsborg bussterminal/Fredrikstad sentrum,,3,,FFFFFF,000000
4133-1207,Ø,207,Sarpsborg busst./Surfellingen-Bede,,3,,FFFFFF,000000
4133-1208,Ø,208,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1211,Ø,211,Kvastebyen/Råde stasjon,,3,,FFFFFF,000000
4133-1212,Ø,212,Sarpsborg bussterminal/Løkkevika snuplass,,3,,FFFFFF,000000
4133-1213,Ø,213,Sarpsborg bussterminal/Syverstad,,3,,FFFFFF,000000
4133-1215,Ø,215,Blessom snuplass/Sykehuset Østfold Kalnes,,3,,FFFFFF,000000
4133-1301,Ø,301,Fredrikstad stasjon/Vikerkilen,,3,,FFFFFF,000000
4133-1302,Ø,302,Fredrikstad sentrum/Vikane,,3,,FFFFFF,000000
4133-1303,Ø,303,Fredrikstad stasjon/Rødåsen snuplass,,3,,FFFFFF,000000
4133-1305,Ø,305,Fredrikstad sentrum/Torpekrysset,,3,,FFFFFF,000000
4133-1316,Ø,316,Karlshus Råde/Moss bussterminal,,3,,FFFFFF,000000
4133-1350,Ø,350,Gluppe/Gluppe,,3,,FFFFFF,000000
4133-1351,Ø,351,Fredrikstad sentrum/Veum sykehus,,3,,FFFFFF,000000
4133-1353,Ø,353,Oredalen Sandbækveien/Oredalen Sandbækveien,,3,,FFFFFF,000000
4133-1355,Ø,355,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1356,Ø,356,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1357,Ø,357,Sølvstien/Skjærviken snuplass,,3,,FFFFFF,000000
4133-1358,Ø,358,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1359,Ø,359,Begbysenter/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1361,Ø,361,Fredrikstad bussterminal/Moum,,3,,FFFFFF,000000
4133-1362,Ø,362,Fredrikstad bussterminal/Holm,,3,,FFFFFF,000000
4133-1363,Ø,363,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1364,Ø,364,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1365,Ø,365,Tunellen øst/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1366,Ø,366,Bratte Bakke/Utgårdskilen,,3,,FFFFFF,000000
4133-1372,Ø,372,Skjæløy/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1373,Ø,373,Tomb kapell/Fredrikstad stasjon,,3,,FFFFFF,000000
4133-1380,Ø,380,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1381,Ø,381,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1385,Ø,385,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1386,Ø,386,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1387,Ø,387,Fredrikstad bussterminal/Lahellemoen,,3,,FFFFFF,000000
4133-1390,Ø,390,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1391,Ø,391,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1392,Ø,392,Fredrikstad bussterminal/Fredrikstad bussterminal,,3,,FFFFFF,000000
4133-1400,Ø,400,Halden bussterminal/Moss bussterminal,,3,,FFFFFF,000000
4133-1403,Ø,403,Moss bussterminal/Larkollen Sørli,,3,,FFFFFF,000000
4133-1404,Ø,404,Moss bussterminal/Gaustadkrysset,,3,,FFFFFF,000000
4133-1406,Ø,406,Moss bussterminal/Husebyskogen,,3,,FFFFFF,000000
4133-1408,Ø,408,Moss bussterminal/Nes camping,,3,,FFFFFF,000000
4133-1410,Ø,M1,Refsnes/Øreåsen,,3,,FFFFFF,000000
4133-1414,Ø,414,Moss bussterminal/Moss bussterminal,,3,,FFFFFF,000000
4133-1415,Ø,415,Moss bussterminal/Tronvik,,3,,FFFFFF,000000
4133-1416,Ø,416,Moss bussterminal/Orkerød,,3,,FFFFFF,000000
4133-1420,Ø,M2,Kambo Kulpeveien/Øreåsen,,3,,FFFFFF,000000
4133-1455,Ø,455,Askim torg/Skjønhaug ungdomsskole,,3,,FFFFFF,000000
4133-1456,Ø,456,Mysen stasjon/Skjønhaug torv,,3,,FFFFFF,000000
4133-1457,Ø,457,Skjønhaug torv/Skjønhaug torv,,3,,FFFFFF,000000
4133-1459,Ø,459,Askim stasjon/Solbergfoss,,3,,FFFFFF,000000
4133-1460,Ø,460,Askim posthus/Askim stasjon,,3,,FFFFFF,000000
4133-1461,Ø,461,Askim stasjon/Askim stasjon,,3,,FFFFFF,000000
4133-1462,Ø,462,Ihlen/Askim stasjon,,3,,FFFFFF,000000
4133-1465,Ø,465,Mysen stasjon/Mysen stasjon,,3,,FFFFFF,000000
4133-1467,Ø,467,Askim stasjon/Vestgård skole,,3,,FFFFFF,000000
4133-1468,Ø,468,Smaalenene hotell/Spydeberg torv,,3,,FFFFFF,000000
4133-1469,Ø,469,Libru rv 115/Askim stasjon,,3,,FFFFFF,000000
4133-1471,Ø,471,Spydeberg torv/Svikebøl,,3,,FFFFFF,000000
4133-1472,Ø,472,Spydeberg stasjon/Delet,,3,,FFFFFF,000000
4133-1473,Ø,473,Askim stasjon/Moss bussterminal,,3,,FFFFFF,000000
4133-1474,Ø,474,Elvestad rv 120/Mysen vg. skole,,3,,FFFFFF,000000
4133-1480,Ø,480,Askim posthus/Askim posthus,,3,,FFFFFF,000000
4133-1481,Ø,481,Askim stasjon/Mysen stasjon,,3,,FFFFFF,000000
4133-1482,Ø,482,Ørje busstorg/Mysen stasjon,,3,,FFFFFF,000000
4133-1483,Ø,483,Mysen stasjon/Folkenborgveien,,3,,FFFFFF,000000
4133-1485,Ø,485,Halden bussterminal/Mysen stasjon,,3,,FFFFFF,000000
4133-1486,Ø,486,Rakkestad stasjon/Mysen stasjon,,3,,FFFFFF,000000
4133-1489,Ø,489,Askim stasjon/Rakkestad stasjon,,3,,FFFFFF,000000
4133-1491,Ø,491,Rakkestad stasjon/Rakkestad u. skole,,3,,FFFFFF,000000
4133-1492,Ø,492,Rakkestad stasjon/Rakkestad stasjon,,3,,FFFFFF,000000
4133-1493,Ø,493,Bergenhuskrysset/Mysen vg. skole,,3,,FFFFFF,000000
4133-1563,Ø,563,Ørje busstorg/Folkenborgveien,,3,,FFFFFF,000000
4133-1580,Ø,580,Moss bussterminal/Gjerstad,,3,,FFFFFF,000000
4133-1602,Ø,602,Gamlebyen fergeleie/Gressvik fergeleie,,4,,FFFFFF,000000
4133-1603,Ø,603,Gamlebyen fergeleie/Cicignon fergeleie,,4,,FFFFFF,000000
4133-1604,Ø,604,Sellebakk fergeleie/Lisleby fergeleie,,4,,FFFFFF,000000
4133-1700,Ø,2300,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1771,Ø,2371,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1781,Ø,2381,Sarpsborg bussterminal/Jelsnes skole,,3,,FFFFFF,000000
4133-1803,Ø,2403,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1820,Ø,2420,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1830,Ø,2430,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1844,Ø,2444,Sarpsborg bussterminal/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1850,Ø,2450,Fredrikstad stasjon/Sarpsborg bussterminal,,3,,FFFFFF,000000
4133-1860,Ø,2460,Sykehuset Østfold Kalnes/Fredrikstad stasjon,,3,,FFFFFF,000000
4133-1870,Ø,2470,Rødåsen snuplass/Inspiria Science Center,,3,,FFFFFF,000000
4133-1880,Ø,2480,Vaterland snuplass/Sykehuset Østfold Kalnes,,3,,FFFFFF,000000
4133-1890,Ø,2490,Langøyåsen snuplass/Inspiria Science Center,,3,,FFFFFF,000000
4461-4001,H,B1,E. J. Berghs veg/Sanderud sykehus,,3,,FFFFFF,000000
4461-4002,H,B2,Hamar skysstasjon/Furuberget,,3,,FFFFFF,000000
4461-4003,H,B3,Stange rådhus/Fossumfeltet snuplassen,,3,,FFFFFF,000000
4461-4004,H,B4,HIAS/Ingebergfeltet,,3,,FFFFFF,000000
4461-4005,H,B5,Hamar skysstasjon/Smeby,,3,,FFFFFF,000000
4461-4012,H,12,Moelv stasjon/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4013,H,13,Brumunddal Sjurstuvegen/Jølstad,,3,,FFFFFF,000000
4461-4014,H,14,Brumunddal Sjurstuvegen/Nes skole,,3,,FFFFFF,000000
4461-4015,H,15,Brumunddal Sjurstuvegen/Moelv stasjon,,3,,FFFFFF,000000
4461-4016,H,16,Kylstad skole/Ringsaker vg. skole Brumunddal,,3,,FFFFFF,000000
4461-4017,H,17,Lefstorvet/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4018,H,18,Jølstad/Nes skole,,3,,FFFFFF,000000
4461-4019,H,19,Brumunddal Sjurstuvegen/Nes skole,,3,,FFFFFF,000000
4461-4020,H,20,Brumunddal Sjurstuvegen/Nes skole,,3,,FFFFFF,000000
4461-4023,H,23,Helleberget/Brumunddal Sjurstuvegen,,3,,FFFFFF,000000
4461-4024,H,24,Brumunddal rutebilstasjon/Arneberg,,3,,FFFFFF,000000
4461-4025,H,25,Brumunddal rutebilstasjon/Nybygda,,3,,FFFFFF,000000
4461-4026,H,26,Brumunddal rutebilstasjon/Brumund,,3,,FFFFFF,000000
4461-4032,H,32,Hamar skysstasjon/Løten stasjon,,3,,FFFFFF,000000
4461-4033,H,33,Løten/Nordbygda,,3,,FFFFFF,000000
4461-4034,H,34,Løten stasjon/Damvegen,,3,,FFFFFF,000000
4461-4040,H,40,Ormseter/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4041,H,41,Hamar skysstasjon/Bekken,,3,,FFFFFF,000000
4461-4051,H,51,Stange skysstasjon/Mjøsvang,,3,,FFFFFF,000000
4461-4053,H,53,Stange skysstasjon/Støa,,3,,FFFFFF,000000
4461-4054,H,54,Stange skysstasjon/Hamar katedralskole,,3,,FFFFFF,000000
4461-4055,H,55,Høgåstorvet/Hamar katedralskole,,3,,FFFFFF,000000
4461-4101,H,101,Korsgård/Steinerskolen,,3,,FFFFFF,000000
4461-4102,H,102,Åsvang/Stange skysstasjon,,3,,FFFFFF,000000
4461-4104,H,104,Åsvang/Stange skysstasjon,,3,,FFFFFF,000000
4461-4105,H,105,Stange u. skole/Stange skysstasjon,,3,,FFFFFF,000000
4461-4106,H,106,Solvin skole/Egerom,,3,,FFFFFF,000000
4461-4107,H,107,Mosebekken/Tangen skole,,3,,FFFFFF,000000
4461-4108,H,108,Hamar skysstasjon/Jønsberg vg. skole,,3,,FFFFFF,000000
4461-4109,H,109,Romedal/Romedal u. skole,,3,,FFFFFF,000000
4461-4110,H,110,Hoberg skole/Kjonerud,,3,,FFFFFF,000000
4461-4111,H,111,Stange u. skole/Tangen,,3,,FFFFFF,000000
4461-4112,H,112,Romedal/Romedal u. skole,,3,,FFFFFF,000000
4461-4113,H,113,Hamar skysstasjon/Romedal u. skole,,3,,FFFFFF,000000
4461-4114,H,114,Romedal/Vallset skole,,3,,FFFFFF,000000
4461-4115,H,115,Stange vg. skole/Elverum skysstasjon,,3,,FFFFFF,000000
4461-4116,H,116,Hedemarken friskole/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4117,H,117,Vallset skole/Steinerskolen,,3,,FFFFFF,000000
4461-4118,H,118,Grimerud/Hedemarken friskole,,3,,FFFFFF,000000
4461-4119,H,119,Steinerskolen/Haukstad bru,,3,,FFFFFF,000000
4461-4135,H,135,Tynset bussterminal/Trondheim,,3,,FFFFFF,000000
4461-4170,H,170,Brumunddal Sjurstuvegen/Elverum sykehus,,3,,FFFFFF,000000
4461-4171,H,171,Hamar skysstasjon/Gjøvik skysstasjon,,3,,FFFFFF,000000
4461-4172,H,172,Elverum sykehus/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4201,H,201,Jølstad/Nes skole,,3,,FFFFFF,000000
4461-4202,H,202,Hobrenna/Gaupen skole,,3,,FFFFFF,000000
4461-4203,H,203,Nes skole/Nes skole,,3,,FFFFFF,000000
4461-4204,H,204,Nes skole/Nes skole,,3,,FFFFFF,000000
4461-4205,H,205,Nes skole/Nes skole,,3,,FFFFFF,000000
4461-4206,H,206,Stavsjø/Tingnes,,3,,FFFFFF,000000
4461-4207,H,207,Bergsmeieriet/Nes skole,,3,,FFFFFF,000000
4461-4208,H,208,Brumunddal Sjurstuvegen/Lillevegen,,3,,FFFFFF,000000
4461-4209,H,209,Nydal Gjerluvegen/Kirkenær skole,,3,,FFFFFF,000000
4461-4210,H,210,Furnes u. skole/Brumunddal Sjurstuvegen,,3,,FFFFFF,000000
4461-4211,H,211,Brumunddal Sjurstuvegen/Lillevegen,,3,,FFFFFF,000000
4461-4213,H,213,Brumunddal Sjurstuvegen/Hamar skysstasjon,,3,,FFFFFF,000000
4461-4214,H,214,Ringsaker vg. skole Brumunddal/Moelv stasjon,,3,,FFFFFF,000000
4461-4216,H,216,Brumunddal Sjurstuvegen/Stange vg. skole,,3,,FFFFFF,000000
4461-4218,H,218,Kirkenær skole/Furnes u. skole,,3,,FFFFFF,000000
4461-4219,H,219,Fagerlund skole/Brumunddal Sjurstuvegen,,3,,FFFFFF,000000
4461-4220,H,220,Brumunddal Sjurstuvegen/Furnes u. skole,,3,,FFFFFF,000000
4461-4222,H,222,Hamar skysstasjon/Furnes u. skole,,3,,FFFFFF,000000
4461-4223,H,223,Ringsaker vg. skole Brumunddal/Strandsagvegen,,3,,FFFFFF,000000
4461-4270,H,270,Moelv stasjon/Lillehammer skysstasjon,,3,,FFFFFF,000000
4461-4271,H,271,Moelv stasjon/Lillehammer skysstasjon,,3,,FFFFFF,000000
4461-4272,H,272,Lillehammer skysstasjon/Moelv stasjon,,3,,FFFFFF,000000
4461-4273,H,273,Lillehammer skysstasjon/Brøttum skole,,3,,FFFFFF,000000
4461-4274,H,274,Mesnalia/Brøttum skole,,3,,FFFFFF,000000
