from_stop_id,to_stop_id,transfer_type,min_transfer_time
3012502,3012502,0,
3012503,3012503,0,
3012504,3012504,0,
3012505,3012505,0,
3012507,3012507,0,
3012510,3012510,0,
3012511,3012511,0,
3012520,3012520,0,
3012530,3012530,0,
3012533,3012533,0,
3012540,3012540,0,
3012541,3012541,0,
3012542,3012542,0,
3012544,3012544,0,
3012545,3012545,0,
3012547,3012547,0,
3012549,3012549,0,
3012551,3012551,0,
3012552,3012552,0,
3012553,3012553,0,
3012556,3012556,0,
3012560,3012560,0,
3012561,3012561,0,
3012562,3012562,0,
3012565,3012565,0,
3012566,3012566,0,
3012567,3012567,0,
3012575,3012575,0,
3012576,3012576,0,
3012577,3012577,0,
3012580,3012580,0,
3012583,3012583,0,
3012584,3012584,0,
3012585,3012585,0,
3012590,3012590,0,
3012591,3012591,0,
3012609,3012609,0,
3012610,3012610,0,
3012620,3012620,0,
3012621,3012621,0,
3012630,3012630,0,
3012640,3012640,0,
3012641,3012641,0,
3012650,3012650,0,
3015660,3015660,0,
3016567,3016567,0,
3017016,3017016,0,
3017082,3017082,0,
4022039,4022039,0,
4023609,4023609,0,
4023610,4023610,0,
4023614,4023614,0,
4023621,4023621,0,
4023622,4023622,0,
4023630,4023630,0,
4023730,4023730,0,
4023933,4023933,0,
4023936,4023936,0,
4023948,4023948,0,
4023994,4023994,0,
4024050,4024050,0,
4024057,4024057,0,
4024221,4024221,0,
4024222,4024222,0,
4024223,4024223,0,
4024224,4024224,0,
4024401,4024401,0,
4024445,4024445,0,
4024700,4024700,0,
4024702,4024702,0,
4024710,4024710,0,
4024724,4024724,0,
4024729,4024729,0,
4024759,4024759,0,
4024771,4024771,0,
4024782,4024782,0,
4029999,4029999,0,
4030100,4030100,0,
4030103,4030103,0,
4030104,4030104,0,
4030109,4030109,0,
4030110,4030110,0,
4030115,4030115,0,
4030116,4030116,0,
4030121,4030121,0,
4030122,4030122,0,
4030220,4030220,0,
4030221,4030221,0,
4030281,4030281,0,
4030284,4030284,0,
4032233,4032233,0,
4032234,4032234,0,
4120255,4120255,0,
4120325,4120325,0,
4120326,4120326,0,
4120509,4120509,0,
4120700,4120700,0,
4121323,4121323,0,
4121491,4121491,0,
4121816,4121816,0,
4121848,4121848,0,
4127160,4127160,0,
4151065,4151065,0,
4151066,4151066,0,
4170167,4170167,0,
4170168,4170168,0,
4171400,4171400,0,
4171446,4171446,0,
4183712,4183712,0,
4184597,4184597,0,
4184655,4184655,0,
4193668,4193668,0,
4193683,4193683,0,
4193684,4193684,0,
4193685,4193685,0,
4194319,4194319,0,
4194331,4194331,0,
4194356,4194356,0,
4194357,4194357,0,
4194360,4194360,0,
4194374,4194374,0,
4204130,4204130,0,
4204138,4204138,0,
4204139,4204139,0,
4204144,4204144,0,
4204165,4204165,0,
4204166,4204166,0,
4204167,4204167,0,
4204173,4204173,0,
4204175,4204175,0,
4204198,4204198,0,
4204227,4204227,0,
4204237,4204237,0,
4204241,4204241,0,
4204270,4204270,0,
4232074,4232074,0,
4233582,4233582,0,
4233598,4233598,0,
4233601,4233601,0,
4233889,4233889,0,
4233955,4233955,0,
4233958,4233958,0,
4250001,4250001,0,
4253444,4253444,0,
4253476,4253476,0,
4253482,4253482,0,
4253568,4253568,0,
4253576,4253576,0,
4253577,4253577,0,
4253580,4253580,0,
4253581,4253581,0,
4253772,4253772,0,
4253783,4253783,0,
4253784,4253784,0,
4253830,4253830,0,
4253873,4253873,0,
4263286,4263286,0,
4263540,4263540,0,
4263541,4263541,0,
4263542,4263542,0,
4263550,4263550,0,
4273001,4273001,0,
4273007,4273007,0,
4273019,4273019,0,
4273020,4273020,0,
4273025,4273025,0,
4273076,4273076,0,
4273116,4273116,0,
4273117,4273117,0,
4273256,4273256,0,
4273310,4273310,0,
4273317,4273317,0,
4273322,4273322,0,
4273335,4273335,0,
4273338,4273338,0,
4273341,4273341,0,
4273379,4273379,0,
4273512,4273512,0,
4273524,4273524,0,
4274019,4274019,0,
4274055,4274055,0,
4275037,4275037,0,
4275600,4275600,0,
4275601,4275601,0,
4277011,4277011,0,
4278011,4278011,0,
4286227,4286227,0,
4297500,4297500,0,
4308336,4308336,0,
4308435,4308435,0,
4308474,4308474,0,
4308475,4308475,0,
4308506,4308506,0,
4328596,4328596,0,
4328618,4328618,0,
4328629,4328629,0,
4328647,4328647,0,
4328667,4328667,0,
4347000,4347000,0,
4347009,4347009,0,
4347062,4347062,0,
4347105,4347105,0,
4368980,4368980,0,
4378000,4378000,0,
4388072,4388072,0,
4388185,4388185,0,
4398203,4398203,0,
4398224,4398224,0,
4398231,4398231,0,
4419010,4419010,0,
4419015,4419015,0,
4419021,4419021,0,
5010102,5010102,0,
5010103,5010103,0,
5010106,5010106,0,
5010141,5010141,0,
5010202,5010202,0,
5010214,5010214,0,
5010226,5010226,0,
5010228,5010228,0,
5010233,5010233,0,
5010302,5010302,0,
5010305,5010305,0,
5010313,5010313,0,
5010317,5010317,0,
5010318,5010318,0,
5010320,5010320,0,
5010323,5010323,0,
5010341,5010341,0,
5010370,5010370,0,
5010502,5010502,0,
5010514,5010514,0,
5010517,5010517,0,
5010520,5010520,0,
5010523,5010523,0,
5010530,5010530,0,
5010531,5010531,0,
5010533,5010533,0,
5010554,5010554,0,
5010572,5010572,0,
5010576,5010576,0,
5010577,5010577,0,
5010601,5010601,0,
5010605,5010605,0,
5010606,5010606,0,
5010607,5010607,0,
5010609,5010609,0,
5010610,5010610,0,
5010612,5010612,0,
5010613,5010613,0,
5010614,5010614,0,
5010623,5010623,0,
5010701,5010701,0,
5010702,5010702,0,
5010718,5010718,0,
5010722,5010722,0,
5010725,5010725,0,
5010744,5010744,0,
5010753,5010753,0,
5010757,5010757,0,
5010772,5010772,0,
5010773,5010773,0,
5010776,5010776,0,
5010782,5010782,0,
5010784,5010784,0,
5010789,5010789,0,
5010997,5010997,0,
5020111,5020111,0,
5020114,5020114,0,
5020116,5020116,0,
5020170,5020170,0,
5020215,5020215,0,
5020229,5020229,0,
5020242,5020242,0,
5020247,5020247,0,
5020250,5020250,0,
5020254,5020254,0,
5020259,5020259,0,
5020261,5020261,0,
5020264,5020264,0,
5020267,5020267,0,
5020269,5020269,0,
5020271,5020271,0,
5020285,5020285,0,
5020324,5020324,0,
5020375,5020375,0,
5020377,5020377,0,
5020403,5020403,0,
5020410,5020410,0,
5020415,5020415,0,
5020501,5020501,0,
5020602,5020602,0,
5020608,5020608,0,
5020614,5020614,0,
5020643,5020643,0,
5020704,5020704,0,
5020738,5020738,0,
5020782,5020782,0,
5020794,5020794,0,
5020800,5020800,0,
5020804,5020804,0,
5020805,5020805,0,
5020807,5020807,0,
5020811,5020811,0,
5020828,5020828,0,
5020911,5020911,0,
5020917,5020917,0,
5020929,5020929,0,
5020932,5020932,0,
5020934,5020934,0,
5020943,5020943,0,
5020944,5020944,0,
5020945,5020945,0,
5020953,5020953,0,
5020961,5020961,0,
5020962,5020962,0,
5020971,5020971,0,
5020997,5020997,0,
5020999,5020999,0,
5110102,5110102,0,
5110104,5110104,0,
5110105,5110105,0,
5110211,5110211,0,
5110230,5110230,0,
5110237,5110237,0,
5120102,5120102,0,
5120105,5120105,0,
5120124,5120124,0,
5120216,5120216,0,
5120217,5120217,0,
5120226,5120226,0,
5120257,5120257,0,
5130101,5130101,0,
5130251,5130251,0,
5130253,5130253,0,
5130254,5130254,0,
5130257,5130257,0,
5140105,5140105,0,
5140106,5140106,0,
5140111,5140111,0,
5140115,5140115,0,
5140149,5140149,0,
5140210,5140210,0,
5140247,5140247,0,
5150105,5150105,0,
5150112,5150112,0,
5150118,5150118,0,
5150190,5150190,0,
5150218,5150218,0,
5160121,5160121,0,
5160132,5160132,0,
5160150,5160150,0,
5160204,5160204,0,
5160219,5160219,0,
5160304,5160304,0,
5160320,5160320,0,
5160408,5160408,0,
5160409,5160409,0,
5160412,5160412,0,
5160432,5160432,0,
5160439,5160439,0,
5160443,5160443,0,
5170111,5170111,0,
5170121,5170121,0,
5170132,5170132,0,
5170141,5170141,0,
5170204,5170204,0,
5170228,5170228,0,
5170243,5170243,0,
5170247,5170247,0,
5170303,5170303,0,
5170320,5170320,0,
5170322,5170322,0,
5190103,5190103,0,
5190109,5190109,0,
5190111,5190111,0,
5190126,5190126,0,
5190130,5190130,0,
5190137,5190137,0,
5190143,5190143,0,
5190144,5190144,0,
5190215,5190215,0,
5190230,5190230,0,
5200104,5200104,0,
5200151,5200151,0,
5200233,5200233,0,
5200262,5200262,0,
5200266,5200266,0,
5200270,5200270,0,
5210106,5210106,0,
5210110,5210110,0,
5210111,5210111,0,
5210113,5210113,0,
5210122,5210122,0,
5210147,5210147,0,
5210159,5210159,0,
5210160,5210160,0,
5210207,5210207,0,
5210209,5210209,0,
5210213,5210213,0,
5210217,5210217,0,
5210233,5210233,0,
5210238,5210238,0,
5210252,5210252,0,
5210254,5210254,0,
5210302,5210302,0,
5220025,5220025,0,
5220103,5220103,0,
5220117,5220117,0,
5220118,5220118,0,
5220120,5220120,0,
5220153,5220153,0,
5220192,5220192,0,
5220200,5220200,0,
5220250,5220250,0,
5220309,5220309,0,
5220356,5220356,0,
5280106,5280106,0,
5280109,5280109,0,
5280114,5280114,0,
5280122,5280122,0,
5280136,5280136,0,
5280145,5280145,0,
5280236,5280236,0,
5280237,5280237,0,
5280241,5280241,0,
5280304,5280304,0,
5280314,5280314,0,
5280321,5280321,0,
5280503,5280503,0,
5280508,5280508,0,
5280509,5280509,0,
5280574,5280574,0,
5290105,5290105,0,
5290111,5290111,0,
5290114,5290114,0,
5290128,5290128,0,
5290132,5290132,0,
5290139,5290139,0,
5290140,5290140,0,
5290207,5290207,0,
5290210,5290210,0,
5290211,5290211,0,
5290302,5290302,0,
5290305,5290305,0,
5290313,5290313,0,
5290317,5290317,0,
5290323,5290323,0,
5290334,5290334,0,
5290335,5290335,0,
5290337,5290337,0,
5290338,5290338,0,
5290395,5290395,0,
5290405,5290405,0,
5290448,5290448,0,
5290459,5290459,0,
5290460,5290460,0,
5290502,5290502,0,
5290505,5290505,0,
5290514,5290514,0,
5320104,5320104,0,
5320134,5320134,0,
5320154,5320154,0,
5320203,5320203,0,
5320204,5320204,0,
5320209,5320209,0,
5320210,5320210,0,
5320211,5320211,0,
5320303,5320303,0,
5330108,5330108,0,
5330109,5330109,0,
5330112,5330112,0,
5330119,5330119,0,
5330149,5330149,0,
5330156,5330156,0,
5330158,5330158,0,
5330198,5330198,0,
5330199,5330199,0,
5330201,5330201,0,
5330203,5330203,0,
5330209,5330209,0,
5330212,5330212,0,
5330214,5330214,0,
5330228,5330228,0,
5330236,5330236,0,
5330268,5330268,0,
5330304,5330304,0,
5330305,5330305,0,
5330308,5330308,0,
5330309,5330309,0,
5330312,5330312,0,
5330533,5330533,0,
5340101,5340101,0,
5340103,5340103,0,
5340122,5340122,0,
5340126,5340126,0,
5340136,5340136,0,
5340202,5340202,0,
5340215,5340215,0,
5340216,5340216,0,
5340221,5340221,0,
5340238,5340238,0,
5340306,5340306,0,
5340307,5340307,0,
5340313,5340313,0,
5340321,5340321,0,
5340353,5340353,0,
5340405,5340405,0,
5340409,5340409,0,
5340414,5340414,0,
5340415,5340415,0,
5340418,5340418,0,
5340423,5340423,0,
5340431,5340431,0,
5340434,5340434,0,
5340452,5340452,0,
5340499,5340499,0,
5340503,5340503,0,
5340504,5340504,0,
5340506,5340506,0,
5340542,5340542,0,
5340554,5340554,0,
5340604,5340604,0,
5340615,5340615,0,
5340616,5340616,0,
5340617,5340617,0,
5340626,5340626,0,
5340942,5340942,0,
5360104,5360104,0,
5360115,5360115,0,
5360208,5360208,0,
5360222,5360222,0,
5360232,5360232,0,
5360306,5360306,0,
5360308,5360308,0,
5360309,5360309,0,
5360341,5360341,0,
5360516,5360516,0,
5380102,5380102,0,
5380110,5380110,0,
5380111,5380111,0,
5380134,5380134,0,
5380216,5380216,0,
5380284,5380284,0,
5380290,5380290,0,
5380311,5380311,0,
5380317,5380317,0,
5380320,5380320,0,
5380324,5380324,0,
5380328,5380328,0,
5380392,5380392,0,
5380395,5380395,0,
5400103,5400103,0,
5400216,5400216,0,
5400237,5400237,0,
5410103,5410103,0,
5410106,5410106,0,
5410130,5410130,0,
5410133,5410133,0,
5410202,5410202,0,
5410503,5410503,0,
5410505,5410505,0,
5420103,5420103,0,
5420108,5420108,0,
5420144,5420144,0,
5420205,5420205,0,
5420209,5420209,0,
5420223,5420223,0,
5420251,5420251,0,
5420264,5420264,0,
5420271,5420271,0,
5420319,5420319,0,
5420366,5420366,0,
5430102,5430102,0,
5430103,5430103,0,
5430114,5430114,0,
5430115,5430115,0,
5430139,5430139,0,
5430206,5430206,0,
5430304,5430304,0,
5430336,5430336,0,
5430337,5430337,0,
5440103,5440103,0,
5440106,5440106,0,
5440203,5440203,0,
5440237,5440237,0,
5440245,5440245,0,
5450102,5450102,0,
5450116,5450116,0,
5450122,5450122,0,
5450155,5450155,0,
5450176,5450176,0,
5450180,5450180,0,
6021001,6021001,0,
6021002,6021002,0,
6021003,6021003,0,
6021004,6021004,0,
6021035,6021035,0,
6022125,6022125,0,
6022290,6022290,0,
6022292,6022292,0,
6022525,6022525,0,
6022606,6022606,0,
6024155,6024155,0,
6026008,6026008,0,
6026015,6026015,0,
6026020,6026020,0,
6040001,6040001,0,
6040040,6040040,0,
6040300,6040300,0,
6040535,6040535,0,
6040660,6040660,0,
6040670,6040670,0,
6041774,6041774,0,
6050001,6050001,0,
6050920,6050920,0,
6051040,6051040,0,
6053270,6053270,0,
6056060,6056060,0,
6056120,6056120,0,
6058100,6058100,0,
6059070,6059070,0,
6121170,6121170,0,
6121175,6121175,0,
6121220,6121220,0,
6121222,6121222,0,
6121420,6121420,0,
6150160,6150160,0,
6150170,6150170,0,
6160060,6160060,0,
6160160,6160160,0,
6160610,6160610,0,
6170095,6170095,0,
6170120,6170120,0,
6190050,6190050,0,
6190070,6190070,0,
6191211,6191211,0,
6191230,6191230,0,
6200110,6200110,0,
6200260,6200260,0,
6200580,6200580,0,
6200620,6200620,0,
6211024,6211024,0,
6223420,6223420,0,
6223500,6223500,0,
6230010,6230010,0,
6230190,6230190,0,
6240130,6240130,0,
6240520,6240520,0,
6241004,6241004,0,
6243331,6243331,0,
6250050,6250050,0,
6250120,6250120,0,
6260260,6260260,0,
6260300,6260300,0,
6260994,6260994,0,
6267007,6267007,0,
6270080,6270080,0,
6271030,6271030,0,
6271090,6271090,0,
6271100,6271100,0,
6271120,6271120,0,
6271130,6271130,0,
6271240,6271240,0,
6271280,6271280,0,
6271480,6271480,0,
6271527,6271527,0,
6271600,6271600,0,
6279211,6279211,0,
6280090,6280090,0,
6280100,6280100,0,
6280250,6280250,0,
6280260,6280260,0,
6280270,6280270,0,
6280350,6280350,0,
6280410,6280410,0,
6280450,6280450,0,
6280690,6280690,0,
6280800,6280800,0,
6282180,6282180,0,
7281811,7281811,0,
12010001,12010001,0,
12011204,12011204,0,
12014200,12014200,0,
12355401,12355401,0,
12355710,12355710,0,
12356023,12356023,0,
12514709,12514709,0,
12515004,12515004,0,
14215261,14215261,0,
14215297,14215297,0,
14215408,14215408,0,
14225535,14225535,0,
14225631,14225631,0,
16011260,16011260,0,
16353349,16353349,0,
16358884,16358884,0,
16403600,16403600,0,
16409040,16409040,0,
1016175,1016435,2,180
1016205,1016240,2,300
1016225,1016230,2,300
1016230,1016225,2,300
1016435,1016175,2,180
1040110,1040450,2,660
1040421,1040651,2,120
1040450,1040110,2,660
1040450,1040650,2,120
1040450,1040652,2,900
1040450,1041000,2,420
1040461,1040465,2,120
1040461,1040495,2,600
1040465,1040461,2,120
1040480,1040482,2,60
1040482,1040480,2,60
1040495,1040461,2,600
1040650,1040450,2,120
1040651,1040421,2,120
1040652,1040450,2,900
1040652,1040660,2,300
1040660,1040652,2,300
1041000,1040110,2,600
1041000,1040450,2,420
1052025,1054190,2,900
1052030,1052610,2,180
1052300,1052301,2,180
1052300,1052310,2,180
1052301,1052300,2,180
1052310,1052300,2,180
1052310,1053760,2,300
1052340,1052341,2,600
1052341,1052340,2,600
1052565,1053820,2,180
1052565,1053831,2,900
1052610,1052030,2,180
1053760,1052310,2,300
1053790,1053793,2,180
1053793,1053790,2,180
1053820,1052565,2,180
1053831,1052565,2,900
1053831,1053835,2,300
1053835,1053831,2,300
1054190,1052025,2,1200
1054220,1054686,2,300
1054685,1054686,2,180
1054686,1054220,2,300
1054686,1054685,2,180
1054686,1054725,2,900
1054725,1054686,2,900
1061895,1061896,2,600
1061895,1069901,2,180
1061896,1061895,2,600
1061896,1061910,2,300
1061896,1065885,2,300
1061896,1069901,2,600
1061910,1061896,2,300
1065630,1065655,2,300
1065655,1065630,2,300
1065885,1061896,2,300
1069901,1061895,2,180
1069901,1061896,2,600
1223280,1223285,2,300
1223285,1223280,2,300
1241890,1242295,2,600
1241890,1242765,2,300
1242295,1241890,2,600
1242760,1242765,2,60
1242765,1241890,2,300
1242765,1242760,2,60
1253135,1253170,2,300
1253145,1253170,2,600
1253170,1253135,2,300
1253170,1253145,2,600
1351190,1351195,2,300
1351195,1351190,2,300
1351230,1351240,2,300
1351240,1351230,2,300
1361115,1361141,2,240
1361141,1361115,2,240
2130200,2130201,2,360
2130200,2130203,2,780
2130201,2130200,2,360
2130203,2130200,2,780
2130301,2130308,2,120
2130308,2130301,2,120
2140024,2140201,2,360
2140031,2140040,2,480
2140040,2140031,2,480
2140201,2140024,2,360
2140220,2140221,2,180
2140221,2140220,2,180
2140248,2140250,2,300
2140248,2140251,2,240
2140250,2140248,2,300
2140251,2140248,2,240
2150552,2150554,2,300
2150554,2150552,2,300
2160006,2160007,2,360
2160007,2160006,2,360
2160012,2160060,2,360
2160060,2160012,2,360
2170101,2170102,2,180
2170102,2170101,2,180
2190001,3012547,2,120
2190001,3012551,2,240
2190001,3012552,2,120
2190001,3012553,2,360
2190008,2190009,2,120
2190009,2190008,2,120
2190017,2190018,2,480
2190018,2190017,2,480
2190023,2190025,2,420
2190025,2190023,2,420
2190048,2190050,2,240
2190048,2190051,2,300
2190050,2190048,2,240
2190050,2190051,2,240
2190051,2190048,2,300
2190051,2190050,2,240
2190070,2190071,2,60
2190071,2190070,2,60
2190080,2195136,2,180
2190084,2190090,2,240
2190090,2190084,2,240
2190090,2190091,2,60
2190091,2190090,2,60
2190148,2190149,2,180
2190148,2190150,2,60
2190149,2190148,2,180
2190149,2190150,2,120
2190150,2190148,2,60
2190150,2190149,2,120
2190180,2190181,2,360
2190181,2190180,2,360
2190201,2190205,2,300
2190205,2190201,2,300
2190245,2190205,2,360
2190255,2190275,2,360
2190280,2190281,2,360
2190281,2190280,2,360
2190322,2190355,2,180
2190355,2190322,2,180
2190398,2190401,2,360
2190401,2190398,2,360
2190430,2190432,2,120
2190432,2190430,2,120
2190440,2190441,2,360
2190441,2190440,2,360
2190450,2190451,2,120
2190451,2190450,2,120
2190475,2190526,2,360
2190526,2190475,2,360
2190820,2190822,2,540
2190822,2190820,2,540
2195136,2190080,2,180
2200730,2200731,2,360
2200731,2200730,2,360
2200749,2200751,2,360
2200751,2200749,2,360
2200830,2200831,2,120
2200831,2200830,2,120
2210219,2210220,2,120
2210220,2210219,2,120
2260144,2260146,2,120
2260146,2260144,2,120
2270120,2270121,2,120
2280421,2280426,2,180
2280426,2280421,2,180
2300011,2300012,2,300
2300011,2300015,2,300
2300012,2300011,2,300
2300012,2300015,2,120
2300015,2300011,2,300
2300015,2300012,2,120
2300060,2300315,2,480
2300060,2300430,2,540
2300306,2300320,2,600
2300315,2300060,2,480
2300315,2300317,2,180
2300317,2300315,2,180
2300320,2300306,2,600
2300430,2300060,2,540
2300435,2300439,2,60
2300439,2300435,2,60
2300500,2300510,2,360
2300510,2300500,2,360
2310080,2310101,2,180
2310101,2310080,2,180
2310205,2310310,2,480
2310212,2310313,2,180
2310306,2310305,2,60
2310310,2310205,2,480
2310310,2310315,2,180
2310313,2310212,2,180
2310315,2310310,2,180
2330138,2330139,2,240
2330139,2330138,2,240
2350131,2350192,2,360
2350192,2350131,2,360
2360226,2360230,2,120
2360230,2360226,2,120
2360318,2360802,2,660
2360540,2360547,2,360
2360547,2360540,2,360
2360802,2360318,2,660
2370551,2370646,2,360
2370646,2370551,2,360
2380307,2380354,2,480
2380354,2380307,2,480
2390256,2390270,2,180
2390270,2390256,2,180
3010005,3010006,2,420
3010005,3010011,2,480
3010005,3010012,2,420
3010005,3010013,2,360
3010005,3017016,2,60
3010006,3010005,2,420
3010006,3010011,2,660
3010006,3010012,2,720
3010006,3010013,2,600
3010011,3010005,2,480
3010011,3010006,2,660
3010011,3010012,2,180
3010011,3010013,2,120
3010011,3010062,2,300
3010011,3010618,2,300
3010011,3010619,2,300
3010012,3010005,2,420
3010012,3010006,2,720
3010012,3010011,2,180
3010012,3010013,2,120
3010012,3010062,2,240
3010013,3010005,2,360
3010013,3010006,2,600
3010013,3010011,2,120
3010013,3010012,2,60
3010013,3010062,2,300
3010013,3010619,2,420
3010017,3010050,2,360
3010017,3010051,2,360
3010020,3010025,2,360
3010020,3010052,2,300
3010020,3010053,2,360
3010025,3010020,2,360
3010031,3010032,2,60
3010031,3010036,2,300
3010031,3010038,2,300
3010031,3010042,2,360
3010031,3010044,2,600
3010031,3010047,2,300
3010031,3010049,2,600
3010031,3010076,2,600
3010031,3010077,2,660
3010032,3010031,2,60
3010032,3010036,2,240
3010032,3010038,2,240
3010032,3010042,2,360
3010032,3010044,2,480
3010032,3010049,2,480
3010032,3010076,2,420
3010032,3010077,2,540
3010036,3010031,2,300
3010036,3010032,2,240
3010036,3010047,2,180
3010038,3010031,2,240
3010038,3010032,2,180
3010042,3010031,2,360
3010042,3010032,2,360
3010042,3010044,2,180
3010042,3010045,2,120
3010042,3010046,2,180
3010042,3010047,2,120
3010042,3010049,2,240
3010042,3010076,2,120
3010044,3010031,2,600
3010044,3010032,2,480
3010044,3010042,2,180
3010044,3010045,2,180
3010044,3010047,2,300
3010044,3010049,2,180
3010044,3010076,2,180
3010044,3010090,2,540
3010045,3010042,2,180
3010045,3010044,2,120
3010045,3010049,2,120
3010045,3010076,2,240
3010046,3010042,2,180
3010046,3010047,2,360
3010046,3010049,2,300
3010046,3010076,2,420
3010047,3010036,2,180
3010047,3010042,2,120
3010047,3010044,2,300
3010047,3010045,2,240
3010047,3010046,2,360
3010047,3010049,2,300
3010047,3010076,2,240
3010048,3010050,2,120
3010048,3010051,2,120
3010048,3010054,2,120
3010049,3010031,2,660
3010049,3010032,2,540
3010049,3010042,2,240
3010049,3010044,2,180
3010049,3010045,2,120
3010049,3010046,2,300
3010049,3010047,2,300
3010049,3010076,2,240
3010049,3010090,2,480
3010050,3010048,2,120
3010050,3010051,2,60
3010050,3010054,2,120
3010051,3010048,2,120
3010051,3010050,2,60
3010052,3010020,2,300
3010052,3010053,2,60
3010053,3010020,2,360
3010053,3010052,2,60
3010054,3010050,2,120
3010057,3010059,2,120
3010059,3010057,2,120
3010062,3010011,2,300
3010062,3010012,2,240
3010062,3010013,2,300
3010065,3010066,2,120
3010065,3010067,2,300
3010065,3010610,2,360
3010065,3010619,2,480
3010066,3010065,2,120
3010066,3010067,2,180
3010067,3010065,2,300
3010067,3010066,2,180
3010076,3010031,2,600
3010076,3010032,2,420
3010076,3010042,2,120
3010076,3010044,2,180
3010076,3010045,2,240
3010076,3010046,2,420
3010076,3010047,2,240
3010076,3010049,2,240
3010077,3010031,2,660
3010077,3010032,2,540
3010082,3017082,2,120
3010090,3010044,2,540
3010090,3010049,2,480
3010093,3010126,2,360
3010095,3010120,2,900
3010105,3010110,2,360
3010110,3010105,2,360
3010110,3010112,2,120
3010111,3010112,2,180
3010112,3010110,2,120
3010112,3010111,2,180
3010120,3010095,2,900
3010126,3010093,2,360
3010155,3010162,2,900
3010155,3010163,2,600
3010155,3010164,2,180
3010162,3010155,2,900
3010163,3010155,2,600
3010164,3010155,2,180
3010171,3010176,2,900
3010176,3010171,2,900
3010200,3010201,2,180
3010200,3010202,2,180
3010200,3010203,2,120
3010200,3010206,2,240
3010200,3010217,2,480
3010201,3010200,2,180
3010201,3010202,2,180
3010201,3010203,2,120
3010201,3010206,2,180
3010201,3010217,2,360
3010201,3012305,2,780
3010202,3010200,2,180
3010202,3010201,2,180
3010202,3010203,2,240
3010202,3010206,2,180
3010203,3010200,2,180
3010203,3010201,2,120
3010203,3010202,2,240
3010203,3010206,2,180
3010203,3012305,2,660
3010206,3010200,2,240
3010206,3010201,2,180
3010206,3010202,2,180
3010206,3010203,2,180
3010212,3010213,2,180
3010212,3010231,2,480
3010213,3010212,2,180
3010217,3010200,2,480
3010217,3010201,2,360
3010231,3010212,2,480
3010233,3010234,2,120
3010234,3010233,2,120
3010311,3010312,2,120
3010312,3010311,2,120
3010320,3010321,2,180
3010320,3010322,2,120
3010321,3010320,2,180
3010321,3010322,2,180
3010321,3010323,2,240
3010322,3010320,2,120
3010322,3010321,2,180
3010322,3010323,2,180
3010340,3010341,2,180
3010341,3010340,2,180
3010342,3010343,2,180
3010342,3010347,2,180
3010343,3010342,2,180
3010343,3010347,2,180
3010345,3010346,2,120
3010346,3010345,2,120
3010347,3010342,2,120
3010347,3010343,2,180
3010370,3010371,2,60
3010371,3010370,2,60
3010405,3010406,2,120
3010406,3010405,2,120
3010407,3010527,2,480
3010410,3010412,2,180
3010412,3010410,2,180
3010434,3010527,2,180
3010443,3010445,2,240
3010445,3010443,2,240
3010510,3010511,2,300
3010511,3010510,2,300
3010511,3010512,2,180
3010512,3010511,2,180
3010514,3010510,2,420
3010519,3010520,2,120
3010519,3010521,2,300
3010520,3010519,2,120
3010520,3010521,2,240
3010521,3010519,2,300
3010521,3010520,2,240
3010527,3010407,2,480
3010527,3010434,2,180
3010531,3010510,2,420
3010600,3010601,2,240
3010600,3010602,2,180
3010600,3010605,2,360
3010601,3010600,2,240
3010601,3010604,2,240
3010602,3010600,2,180
3010604,3010601,2,240
3010605,3010600,2,360
3010610,3010065,2,360
3010613,3010614,2,120
3010614,3010613,2,120
3010617,3010618,2,120
3010617,3010619,2,180
3010618,3010011,2,300
3010618,3010617,2,120
3010618,3010619,2,180
3010619,3010011,2,300
3010619,3010065,2,480
3010619,3010617,2,180
3010619,3010618,2,180
3010620,3010621,2,300
3010620,3010622,2,180
3010621,3010620,2,300
3010622,3010620,2,180
3010622,3010623,2,120
3010624,3010625,2,60
3010625,3010624,2,60
3010640,3010641,2,120
3010641,3010640,2,120
3010662,3010663,2,120
3010663,3010662,2,120
3010664,3010665,2,240
3010665,3010664,2,240
3010733,3010734,2,240
3010733,3010755,2,60
3010734,3010733,2,240
3010735,3010736,2,600
3010736,3010735,2,600
3010740,3010741,2,240
3010741,3010740,2,240
3010755,3010733,2,60
3010763,3011202,2,60
3010763,3011203,2,60
3010770,3010771,2,240
3010770,3011001,2,0
3010771,3010770,2,240
3010771,3011001,2,240
3010780,3010781,2,60
3010781,3010780,2,60
3010840,3010841,2,120
3010841,3010840,2,120
3010855,3010862,2,480
3010860,3010861,2,240
3010861,3010860,2,240
3010862,3010855,2,480
3010866,3011146,2,360
3010870,3010871,2,180
3010871,3010870,2,180
3010925,3010927,2,360
3010927,3010925,2,360
3010932,3010933,2,60
3010933,3010932,2,60
3010950,3010951,2,0
3010951,3010950,2,0
3010959,3010995,2,600
3010960,3010961,2,420
3010960,3010962,2,120
3010960,3010968,2,360
3010961,3010968,2,240
3010962,3010960,2,180
3010962,3010968,2,180
3010963,3010950,2,360
3010968,3010960,2,300
3010968,3010961,2,180
3010968,3010962,2,180
3010975,3010976,2,360
3010976,3010975,2,360
3010990,3010991,2,120
3010995,3010959,2,600
3011001,3010770,2,0
3011001,3010771,2,240
3011010,3011011,2,120
3011010,3011012,2,180
