from_stop_id,to_stop_id,transfer_type,min_transfer_time
2200730,2200730,0,
2200731,2200731,0,
2200740,2200740,0,
2200749,2200749,0,
2200751,2200751,0,
2200801,2200801,2,60
2200810,2200810,0,
2200830,2200830,0,
2200831,2200831,0,
2200835,2200835,0,
2200850,2200850,0,
2210010,2210010,2,60
2210100,2210100,2,60
2210160,2210160,0,
2210170,2210170,2,60
2210200,2210200,0,
2210219,2210219,0,
2210220,2210220,2,60
2210400,2210400,0,
2210402,2210402,0,
2210490,2210490,0,
2210500,2210500,2,60
2210502,2210502,2,60
2210519,2210519,0,
2210520,2210520,0,
2210570,2210570,0,
2210580,2210580,0,
2210600,2210600,2,60
2210650,2210650,0,
2210680,2210680,0,
2210700,2210700,0,
2210705,2210705,0,
2210770,2210770,0,
2260014,2260014,0,
2260061,2260061,0,
2260070,2260070,2,60
2260101,2260101,2,60
2260120,2260120,0,
2260130,2260130,2,60
2260144,2260144,0,
2260146,2260146,0,
2260160,2260160,0,
2260170,2260170,2,60
2260172,2260172,2,60
2260174,2260174,0,
2260180,2260180,0,
2260190,2260190,0,
2260225,2260225,0,
2260260,2260260,0,
2260270,2260270,0,
2260301,2260301,2,60
2260312,2260312,0,
2270101,2270101,0,
2270102,2270102,0,
2270120,2270120,0,
2270121,2270121,0,
2270200,2270200,2,60
2270220,2270220,0,
2270313,2270313,0,
2270430,2270430,0,
2270630,2270630,0,
2270640,2270640,0,
2270641,2270641,2,60
2270650,2270650,0,
2270690,2270690,0,
2270692,2270692,0,
2280250,2280250,2,60
2280421,2280421,0,
2280425,2280425,0,
2280426,2280426,0,
2290020,2290020,2,60
2290024,2290024,2,60
2290026,2290026,0,
2290060,2290060,0,
2290115,2290115,2,60
2290140,2290140,0,
2290180,2290180,0,
2290220,2290220,2,60
2300002,2300002,0,
2300003,2300003,0,
2300011,2300011,0,
2300012,2300012,0,
2300015,2300015,2,60
2300060,2300060,0,
2300201,2300201,0,
2300234,2300234,0,
2300263,2300263,0,
2300290,2300290,0,
2300291,2300291,0,
2300306,2300306,0,
2300315,2300315,0,
2300317,2300317,0,
2300320,2300320,0,
2300420,2300420,2,60
2300430,2300430,0,
2300433,2300433,0,
2300435,2300435,0,
2300438,2300438,0,
2300439,2300439,0,
2300443,2300443,0,
2300444,2300444,0,
2300500,2300500,0,
2300510,2300510,0,
2301771,2301771,0,
2310080,2310080,0,
2310090,2310090,0,
2310101,2310101,0,
2310102,2310102,0,
2310105,2310105,2,60
2310109,2310109,2,60
2310110,2310110,0,
2310130,2310130,0,
2310138,2310138,0,
2310190,2310190,0,
2310199,2310199,0,
2310201,2310201,0,
2310205,2310205,0,
2310212,2310212,0,
2310215,2310215,0,
2310238,2310238,0,
2310239,2310239,0,
2310301,2310301,0,
2310305,2310305,0,
2310306,2310306,0,
2310310,2310310,0,
2310313,2310313,0,
2310315,2310315,0,
2310325,2310325,0,
2310340,2310340,0,
2310345,2310345,0,
2310374,2310374,0,
2310390,2310390,2,60
2310392,2310392,0,
2310420,2310420,0,
2310442,2310442,0,
2310450,2310450,0,
2330101,2330101,2,60
2330110,2330110,0,
2330117,2330117,0,
2330120,2330120,0,
2330121,2330121,2,60
2330130,2330130,0,
2330138,2330138,0,
2330139,2330139,0,
2330140,2330140,2,60
2330150,2330150,2,60
2330158,2330158,0,
2330160,2330160,0,
2330171,2330171,0,
2330180,2330180,2,60
2330210,2330210,0,
2330220,2330220,2,60
2340100,2340100,0,
2340200,2340200,2,60
2350010,2350010,2,60
2350039,2350039,0,
2350100,2350100,0,
2350110,2350110,0,
2350112,2350112,0,
2350115,2350115,0,
2350120,2350120,0,
2350121,2350121,0,
2350131,2350131,0,
2350132,2350132,0,
2350185,2350185,0,
2350192,2350192,0,
2350195,2350195,0,
2350201,2350201,0,
2350210,2350210,0,
2350212,2350212,0,
2350289,2350289,2,60
2350290,2350290,0,
2350320,2350320,0,
2360022,2360022,0,
2360027,2360027,0,
2360028,2360028,2,60
2360030,2360030,2,60
2360040,2360040,0,
2360050,2360050,0,
2360055,2360055,0,
2360101,2360101,0,
2360110,2360110,0,
2360120,2360120,2,60
2360139,2360139,0,
2360140,2360140,0,
2360200,2360200,0,
2360224,2360224,0,
2360226,2360226,0,
2360230,2360230,0,
2360301,2360301,2,60
2360310,2360310,0,
2360318,2360318,0,
2360320,2360320,0,
2360400,2360400,2,60
2360410,2360410,2,60
2360446,2360446,2,60
2360467,2360467,0,
2360492,2360492,0,
2360530,2360530,0,
2360540,2360540,0,
2360547,2360547,0,
2360672,2360672,0,
2360802,2360802,0,
2370020,2370020,0,
2370102,2370102,0,
2370103,2370103,0,
2370180,2370180,0,
2370220,2370220,0,
2370230,2370230,2,60
2370301,2370301,0,
2370310,2370310,0,
2370312,2370312,0,
2370320,2370320,2,60
2370431,2370431,0,
2370447,2370447,0,
2370450,2370450,0,
2370455,2370455,0,
2370460,2370460,0,
2370548,2370548,0,
2370549,2370549,0,
2370551,2370551,0,
2370601,2370601,0,
2370646,2370646,0,
2380020,2380020,2,60
2380090,2380090,0,
2380110,2380110,2,60
2380111,2380111,0,
2380115,2380115,0,
2380140,2380140,0,
2380210,2380210,0,
2380290,2380290,0,
2380300,2380300,0,
2380307,2380307,0,
2380310,2380310,2,60
2380320,2380320,0,
2380354,2380354,0,
2380380,2380380,0,
2380393,2380393,0,
2380395,2380395,0,
2380400,2380400,0,
2380450,2380450,0,
2380460,2380460,2,60
2390250,2390250,0,
2390256,2390256,0,
2390270,2390270,0,
3010005,3010005,0,
3010006,3010006,0,
3010011,3010011,0,
3010012,3010012,0,
3010013,3010013,0,
3010017,3010017,0,
3010020,3010020,0,
3010025,3010025,0,
3010028,3010028,0,
3010031,3010031,0,
3010032,3010032,0,
3010033,3010033,0,
3010036,3010036,0,
3010038,3010038,0,
3010042,3010042,0,
3010044,3010044,0,
3010045,3010045,0,
3010046,3010046,0,
3010047,3010047,0,
3010048,3010048,0,
3010049,3010049,0,
3010050,3010050,0,
3010051,3010051,0,
3010052,3010052,0,
3010053,3010053,0,
3010054,3010054,0,
3010056,3010056,0,
3010057,3010057,0,
3010059,3010059,0,
3010062,3010062,0,
3010065,3010065,0,
3010066,3010066,0,
3010067,3010067,0,
3010071,3010071,0,
3010075,3010075,0,
3010076,3010076,0,
3010077,3010077,0,
3010082,3010082,0,
3010090,3010090,0,
3010093,3010093,0,
3010095,3010095,0,
3010105,3010105,0,
3010110,3010110,0,
3010111,3010111,0,
3010112,3010112,0,
3010114,3010114,0,
3010120,3010120,0,
3010122,3010122,0,
3010123,3010123,0,
3010125,3010125,0,
3010126,3010126,0,
3010131,3010131,0,
3010132,3010132,0,
3010133,3010133,0,
3010134,3010134,0,
3010140,3010140,0,
3010151,3010151,0,
3010152,3010152,0,
3010153,3010153,0,
3010154,3010154,0,
3010155,3010155,0,
3010156,3010156,0,
3010157,3010157,0,
3010162,3010162,0,
3010163,3010163,0,
3010164,3010164,0,
3010171,3010171,0,
3010172,3010172,0,
3010176,3010176,0,
3010200,3010200,0,
3010201,3010201,0,
3010202,3010202,0,
3010203,3010203,0,
3010206,3010206,0,
3010212,3010212,0,
3010213,3010213,0,
3010217,3010217,0,
3010220,3010220,0,
3010221,3010221,0,
3010222,3010222,0,
3010230,3010230,0,
3010231,3010231,0,
3010233,3010233,0,
3010234,3010234,0,
3010306,3010306,0,
3010307,3010307,0,
3010311,3010311,0,
3010312,3010312,0,
3010313,3010313,0,
3010314,3010314,0,
3010320,3010320,0,
3010321,3010321,0,
3010322,3010322,0,
3010323,3010323,0,
3010326,3010326,0,
3010330,3010330,0,
3010331,3010331,0,
3010340,3010340,0,
3010341,3010341,0,
3010342,3010342,0,
3010343,3010343,0,
3010344,3010344,0,
3010345,3010345,0,
3010346,3010346,0,
3010347,3010347,0,
3010350,3010350,0,
3010352,3010352,0,
3010360,3010360,0,
3010365,3010365,0,
3010370,3010370,0,
3010371,3010371,0,
3010405,3010405,0,
3010406,3010406,0,
3010407,3010407,0,
3010410,3010410,0,
3010412,3010412,0,
3010415,3010415,0,
3010420,3010420,0,
3010423,3010423,0,
3010425,3010425,0,
3010427,3010427,0,
3010430,3010430,0,
3010434,3010434,0,
3010436,3010436,0,
3010440,3010440,0,
3010441,3010441,0,
3010443,3010443,0,
3010444,3010444,0,
3010445,3010445,0,
3010447,3010447,0,
3010465,3010465,0,
3010510,3010510,0,
3010511,3010511,0,
3010512,3010512,0,
3010513,3010513,0,
3010514,3010514,0,
3010515,3010515,0,
3010516,3010516,0,
3010519,3010519,0,
3010520,3010520,0,
3010521,3010521,0,
3010524,3010524,0,
3010525,3010525,0,
3010527,3010527,0,
3010531,3010531,0,
3010532,3010532,0,
3010533,3010533,0,
3010534,3010534,0,
3010535,3010535,0,
3010600,3010600,0,
3010601,3010601,0,
3010602,3010602,0,
3010604,3010604,0,
3010605,3010605,0,
3010610,3010610,0,
3010613,3010613,0,
3010614,3010614,0,
3010617,3010617,0,
3010618,3010618,0,
3010619,3010619,0,
3010620,3010620,0,
3010621,3010621,0,
3010622,3010622,0,
3010623,3010623,0,
3010624,3010624,0,
3010625,3010625,0,
3010626,3010626,0,
3010627,3010627,0,
3010630,3010630,0,
3010640,3010640,0,
3010641,3010641,0,
3010643,3010643,0,
3010650,3010650,0,
3010652,3010652,0,
3010662,3010662,0,
3010663,3010663,0,
3010664,3010664,0,
3010665,3010665,0,
3010713,3010713,0,
3010720,3010720,0,
3010723,3010723,0,
3010724,3010724,0,
3010725,3010725,0,
3010727,3010727,0,
3010732,3010732,0,
3010733,3010733,0,
3010734,3010734,0,
3010735,3010735,0,
3010736,3010736,0,
3010740,3010740,0,
3010741,3010741,0,
3010743,3010743,0,
3010754,3010754,0,
3010755,3010755,0,
3010760,3010760,0,
3010763,3010763,0,
3010770,3010770,0,
3010771,3010771,0,
3010780,3010780,0,
3010781,3010781,0,
3010813,3010813,0,
3010815,3010815,0,
3010824,3010824,0,
3010825,3010825,0,
3010840,3010840,0,
3010841,3010841,0,
3010855,3010855,0,
3010856,3010856,0,
3010860,3010860,0,
3010861,3010861,0,
3010862,3010862,0,
3010863,3010863,0,
3010864,3010864,0,
3010866,3010866,0,
3010867,3010867,0,
3010870,3010870,0,
3010871,3010871,0,
3010880,3010880,0,
3010885,3010885,0,
3010911,3010911,0,
3010912,3010912,0,
3010913,3010913,0,
3010915,3010915,0,
3010921,3010921,0,
3010925,3010925,0,
3010927,3010927,0,
3010932,3010932,0,
3010933,3010933,0,
3010940,3010940,0,
3010941,3010941,0,
3010942,3010942,0,
3010943,3010943,0,
3010944,3010944,0,
3010950,3010950,0,
3010951,3010951,0,
3010953,3010953,0,
3010955,3010955,0,
3010959,3010959,0,
3010960,3010960,0,
3010961,3010961,0,
3010962,3010962,0,
3010963,3010963,0,
3010968,3010968,0,
3010969,3010969,0,
3010970,3010970,0,
3010975,3010975,0,
3010976,3010976,0,
3010978,3010978,0,
3010979,3010979,0,
3010981,3010981,0,
3010983,3010983,0,
3010984,3010984,0,
3010987,3010987,0,
3010990,3010990,0,
3010991,3010991,0,
3010995,3010995,0,
3011001,3011001,0,
3011010,3011010,0,
3011011,3011011,0,
3011012,3011012,0,
3011013,3011013,0,
3011014,3011014,0,
3011015,3011015,0,
3011020,3011020,0,
3011021,3011021,0,
3011025,3011025,0,
3011030,3011030,0,
3011031,3011031,0,
3011032,3011032,0,
3011036,3011036,0,
3011110,3011110,0,
3011111,3011111,0,
3011114,3011114,0,
3011115,3011115,0,
3011116,3011116,0,
3011120,3011120,0,
3011121,3011121,0,
3011126,3011126,0,
3011127,3011127,0,
3011130,3011130,0,
3011131,3011131,0,
3011136,3011136,0,
3011137,3011137,0,
3011140,3011140,0,
3011141,3011141,0,
3011143,3011143,0,
3011145,3011145,0,
3011146,3011146,0,
3011200,3011200,0,
3011201,3011201,0,
3011202,3011202,0,
3011203,3011203,0,
3011205,3011205,0,
3011206,3011206,0,
3011210,3011210,0,
3011211,3011211,0,
3011213,3011213,0,
3011220,3011220,0,
3011221,3011221,0,
3011222,3011222,0,
3011223,3011223,0,
3011230,3011230,0,
3011232,3011232,0,
3011233,3011233,0,
3011236,3011236,0,
3011237,3011237,0,
3011310,3011310,0,
3011320,3011320,0,
3011321,3011321,0,
3011327,3011327,0,
3011330,3011330,0,
3011332,3011332,0,
3011335,3011335,0,
3011336,3011336,0,
3011400,3011400,0,
3011401,3011401,0,
3011402,3011402,0,
3011405,3011405,0,
3011407,3011407,0,
3011410,3011410,0,
3011411,3011411,0,
3011412,3011412,0,
3011415,3011415,0,
3011417,3011417,0,
3011421,3011421,0,
3011422,3011422,0,
3011425,3011425,0,
3011430,3011430,0,
3011437,3011437,0,
3011438,3011438,0,
3011439,3011439,0,
3011440,3011440,0,
3011441,3011441,0,
3011442,3011442,0,
3011443,3011443,0,
3011444,3011444,0,
3011450,3011450,0,
3011451,3011451,0,
3011452,3011452,0,
3011453,3011453,0,
3011454,3011454,0,
3011455,3011455,0,
3011456,3011456,0,
3011457,3011457,0,
3011458,3011458,0,
3011459,3011459,0,
3011465,3011465,0,
3011466,3011466,0,
3011468,3011468,0,
3011472,3011472,0,
3011473,3011473,0,
3011474,3011474,0,
3011475,3011475,0,
3011476,3011476,0,
3011477,3011477,0,
3011490,3011490,0,
3011510,3011510,0,
3011511,3011511,0,
3011513,3011513,0,
3011520,3011520,0,
3011521,3011521,0,
3011522,3011522,0,
3011523,3011523,0,
3011525,3011525,0,
3011526,3011526,0,
3011527,3011527,0,
3011530,3011530,0,
3011531,3011531,0,
3011540,3011540,0,
3011542,3011542,0,
3011543,3011543,0,
3011546,3011546,0,
3011547,3011547,0,
3011551,3011551,0,
3011552,3011552,0,
3011554,3011554,0,
3011561,3011561,0,
3011571,3011571,0,
3011572,3011572,0,
3011574,3011574,0,
3011575,3011575,0,
3011576,3011576,0,
3011578,3011578,0,
3011581,3011581,0,
3011584,3011584,0,
3011610,3011610,0,
3011611,3011611,0,
3011612,3011612,0,
3011614,3011614,0,
3011615,3011615,0,
3011616,3011616,0,
3011617,3011617,0,
3011619,3011619,0,
3011620,3011620,0,
3011621,3011621,0,
3011623,3011623,0,
3011624,3011624,0,
3011626,3011626,0,
3011627,3011627,0,
3011630,3011630,0,
3011631,3011631,0,
3011635,3011635,0,
3011641,3011641,0,
3011643,3011643,0,
3011651,3011651,0,
3011652,3011652,0,
3011653,3011653,0,
3011654,3011654,0,
3011655,3011655,0,
3011656,3011656,0,
3011659,3011659,0,
3011665,3011665,0,
3011667,3011667,0,
3011668,3011668,0,
3011677,3011677,0,
3011710,3011710,0,
3011711,3011711,0,
3011714,3011714,0,
3011715,3011715,0,
3011716,3011716,0,
3011717,3011717,0,
3011720,3011720,0,
3011721,3011721,0,
3011722,3011722,0,
3011723,3011723,0,
3011724,3011724,0,
3011725,3011725,0,
3011730,3011730,0,
3011731,3011731,0,
3011734,3011734,0,
3011741,3011741,0,
3011743,3011743,0,
3011745,3011745,0,
3011751,3011751,0,
3011752,3011752,0,
3011756,3011756,0,
3011757,3011757,0,
3011760,3011760,0,
3011762,3011762,0,
3011763,3011763,0,
3011765,3011765,0,
3011775,3011775,0,
3011810,3011810,0,
3011812,3011812,0,
3011815,3011815,0,
3011817,3011817,0,
3011827,3011827,0,
3011910,3011910,0,
3011913,3011913,0,
3011914,3011914,0,
3011920,3011920,0,
3011921,3011921,0,
3011922,3011922,0,
3011923,3011923,0,
3011924,3011924,0,
3011925,3011925,0,
3011926,3011926,0,
3011930,3011930,0,
3011931,3011931,0,
3011932,3011932,0,
3011933,3011933,0,
3011940,3011940,0,
3011941,3011941,0,
3011942,3011942,0,
3011943,3011943,0,
3011944,3011944,0,
3011950,3011950,0,
3011952,3011952,0,
3011956,3011956,0,
3011961,3011961,0,
3011965,3011965,0,
3011971,3011971,0,
3011972,3011972,0,
3011974,3011974,0,
3011975,3011975,0,
3011976,3011976,0,
3011977,3011977,0,
3011978,3011978,0,
3012000,3012000,0,
3012001,3012001,0,
3012003,3012003,0,
3012005,3012005,0,
3012006,3012006,0,
3012007,3012007,0,
3012010,3012010,0,
3012011,3012011,0,
3012012,3012012,0,
3012020,3012020,0,
3012022,3012022,0,
3012024,3012024,0,
3012025,3012025,0,
3012030,3012030,0,
3012031,3012031,0,
3012033,3012033,0,
3012035,3012035,0,
3012040,3012040,0,
3012041,3012041,0,
3012043,3012043,0,
3012045,3012045,0,
3012046,3012046,0,
3012047,3012047,0,
3012060,3012060,0,
3012061,3012061,0,
3012064,3012064,0,
3012065,3012065,0,
3012066,3012066,0,
3012067,3012067,0,
3012068,3012068,0,
3012070,3012070,0,
3012071,3012071,0,
3012072,3012072,0,
3012076,3012076,0,
3012077,3012077,0,
3012080,3012080,0,
3012081,3012081,0,
3012086,3012086,0,
3012100,3012100,0,
3012101,3012101,0,
3012102,3012102,0,
3012103,3012103,0,
3012104,3012104,0,
3012105,3012105,0,
3012106,3012106,0,
3012111,3012111,0,
3012112,3012112,0,
3012113,3012113,0,
3012120,3012120,0,
3012121,3012121,0,
3012122,3012122,0,
3012123,3012123,0,
3012126,3012126,0,
3012127,3012127,0,
3012130,3012130,0,
3012131,3012131,0,
3012134,3012134,0,
3012135,3012135,0,
3012140,3012140,0,
3012141,3012141,0,
3012145,3012145,0,
3012146,3012146,0,
3012147,3012147,0,
3012150,3012150,0,
3012151,3012151,0,
3012153,3012153,0,
3012158,3012158,0,
3012161,3012161,0,
3012162,3012162,0,
3012163,3012163,0,
3012164,3012164,0,
3012165,3012165,0,
3012181,3012181,0,
3012191,3012191,0,
3012210,3012210,0,
3012211,3012211,0,
3012212,3012212,0,
3012213,3012213,0,
3012215,3012215,0,
3012220,3012220,0,
3012221,3012221,0,
3012224,3012224,0,
3012230,3012230,0,
3012231,3012231,0,
3012233,3012233,0,
3012234,3012234,0,
3012235,3012235,0,
3012237,3012237,0,
3012240,3012240,0,
3012245,3012245,0,
3012246,3012246,0,
3012260,3012260,0,
3012265,3012265,0,
3012266,3012266,0,
3012270,3012270,0,
3012271,3012271,0,
3012280,3012280,0,
3012290,3012290,0,
3012291,3012291,0,
3012295,3012295,0,
3012297,3012297,0,
3012305,3012305,0,
3012307,3012307,0,
3012310,3012310,0,
3012311,3012311,0,
3012313,3012313,0,
3012314,3012314,0,
3012315,3012315,0,
3012316,3012316,0,
3012317,3012317,0,
3012318,3012318,0,
3012320,3012320,0,
3012321,3012321,0,
3012322,3012322,0,
3012323,3012323,0,
3012324,3012324,0,
3012325,3012325,0,
3012326,3012326,0,
3012330,3012330,0,
3012331,3012331,0,
3012340,3012340,0,
3012345,3012345,0,
3012349,3012349,0,
3012350,3012350,0,
3012360,3012360,0,
3012362,3012362,0,
3012365,3012365,0,
3012366,3012366,0,
3012367,3012367,0,
3012370,3012370,0,
3012375,3012375,0,
3012380,3012380,0,
3012385,3012385,0,
3012390,3012390,0,
3012410,3012410,0,
3012411,3012411,0,
3012416,3012416,0,
3012425,3012425,0,
3012429,3012429,0,
3012430,3012430,0,
3012431,3012431,0,
3012433,3012433,0,
3012434,3012434,0,
3012435,3012435,0,
3012442,3012442,0,
3012450,3012450,0,
3012451,3012451,0,
3012452,3012452,0,
3012456,3012456,0,
3012466,3012466,0,
3012467,3012467,0,
3012470,3012470,0,
3012472,3012472,0,
3012474,3012474,0,
3012475,3012475,0,
3012476,3012476,0,
3012480,3012480,0,
3012501,3012501,0,
